order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_total
OI0004350-4,O0004350,P00224,1,36.75,0.05,34.91
OI0004351-1,O0004351,P00229,1,584.2,0,584.2
OI0004351-2,O0004351,P00208,3,192.16,0,576.48
OI0004352-1,O0004352,P00134,3,154.54,0.1,417.26
OI0004352-2,O0004352,P00067,1,142.7,0.1,128.43
OI0004353-1,O0004353,P00152,1,258.82,0,258.82
OI0004354-1,O0004354,P00105,3,295.01,0,885.03
OI0004354-2,O0004354,P00141,1,90.02,0.1,81.02
OI0004355-1,O0004355,P00080,2,353.31,0.15,600.63
OI0004355-2,O0004355,P00069,3,275.78,0,827.34
OI0004356-1,O0004356,P00064,1,48.59,0,48.59
OI0004357-1,O0004357,P00184,1,308.0,0,308.0
OI0004358-1,O0004358,P00219,3,545.58,0,1636.74
OI0004359-1,O0004359,P00024,1,387.57,0,387.57
OI0004360-1,O0004360,P00206,2,417.71,0.15,710.11
OI0004361-1,O0004361,P00044,3,364.31,0.05,1038.28
OI0004362-1,O0004362,P00024,3,387.57,0,1162.71
OI0004362-2,O0004362,P00038,3,434.73,0.1,1173.77
OI0004363-1,O0004363,P00166,4,152.36,0.1,548.5
OI0004364-1,O0004364,P00174,3,363.5,0,1090.5
OI0004365-1,O0004365,P00052,2,44.67,0.1,80.41
OI0004366-1,O0004366,P00132,2,236.23,0.1,425.21
OI0004366-2,O0004366,P00142,1,398.88,0,398.88
OI0004367-1,O0004367,P00074,2,220.55,0,441.1
OI0004368-1,O0004368,P00195,2,341.87,0,683.74
OI0004368-2,O0004368,P00077,4,420.44,0.1,1513.58
OI0004368-3,O0004368,P00126,2,180.97,0.15,307.65
OI0004369-1,O0004369,P00146,1,274.56,0,274.56
OI0004369-2,O0004369,P00133,3,507.95,0,1523.85
OI0004369-3,O0004369,P00191,4,95.23,0,380.92
OI0004369-4,O0004369,P00019,3,469.92,0,1409.76
OI0004370-1,O0004370,P00139,4,365.53,0,1462.12
OI0004370-2,O0004370,P00032,4,158.94,0,635.76
OI0004371-1,O0004371,P00029,1,274.26,0,274.26
OI0004371-2,O0004371,P00097,2,344.74,0.1,620.53
OI0004371-3,O0004371,P00135,1,217.54,0,217.54
OI0004371-4,O0004371,P00069,3,275.78,0.1,744.61
OI0004372-1,O0004372,P00178,1,540.49,0.1,486.44
OI0004372-2,O0004372,P00142,3,398.88,0.05,1136.81
OI0004372-3,O0004372,P00002,1,89.89,0,89.89
OI0004372-4,O0004372,P00095,1,432.18,0.05,410.57
OI0004373-1,O0004373,P00161,4,310.62,0.1,1118.23
OI0004373-2,O0004373,P00154,2,670.02,0,1340.04
OI0004374-1,O0004374,P00115,4,30.25,0.1,108.9
OI0004375-1,O0004375,P00001,4,448.19,0.05,1703.12
OI0004375-2,O0004375,P00096,3,386.0,0.15,984.3
OI0004376-1,O0004376,P00199,4,641.07,0,2564.28
OI0004376-2,O0004376,P00161,1,310.62,0,310.62
OI0004377-1,O0004377,P00110,4,347.56,0,1390.24
OI0004377-2,O0004377,P00210,3,95.17,0,285.51
OI0004377-3,O0004377,P00065,1,270.78,0.1,243.7
OI0004378-1,O0004378,P00013,4,398.48,0,1593.92
OI0004379-1,O0004379,P00005,2,132.26,0,264.52
OI0004380-1,O0004380,P00191,3,95.23,0,285.69
OI0004380-2,O0004380,P00171,4,93.75,0.15,318.75
OI0004380-3,O0004380,P00085,1,220.54,0.15,187.46
OI0004380-4,O0004380,P00190,4,243.09,0,972.36
OI0004381-1,O0004381,P00061,3,422.21,0.15,1076.64
OI0004381-2,O0004381,P00098,4,78.31,0.1,281.92
OI0004382-1,O0004382,P00050,2,592.1,0.1,1065.78
OI0004382-2,O0004382,P00175,3,327.8,0,983.4
OI0004382-3,O0004382,P00228,4,458.55,0,1834.2
OI0004382-4,O0004382,P00039,4,688.69,0.05,2617.02
OI0004383-1,O0004383,P00124,2,384.42,0,768.84
OI0004383-2,O0004383,P00033,3,333.15,0,999.45
OI0004383-3,O0004383,P00149,2,579.48,0,1158.96
OI0004383-4,O0004383,P00116,3,67.53,0,202.59
OI0004383-5,O0004383,P00005,1,132.26,0,132.26
OI0004384-1,O0004384,P00017,1,422.6,0.05,401.47
OI0004385-1,O0004385,P00225,1,683.22,0.15,580.74
OI0004386-1,O0004386,P00101,1,210.51,0,210.51
OI0004386-2,O0004386,P00049,2,232.37,0,464.74
OI0004387-1,O0004387,P00021,3,441.58,0,1324.74
OI0004387-2,O0004387,P00167,2,136.77,0,273.54
OI0004388-1,O0004388,P00233,1,334.8,0,334.8
OI0004389-1,O0004389,P00161,1,310.62,0,310.62
OI0004389-2,O0004389,P00238,4,295.8,0.1,1064.88
OI0004390-1,O0004390,P00075,2,549.38,0,1098.76
OI0004390-2,O0004390,P00122,3,566.01,0,1698.03
OI0004391-1,O0004391,P00224,3,36.75,0.05,104.74
OI0004392-1,O0004392,P00207,2,347.97,0.1,626.35
OI0004392-2,O0004392,P00182,1,268.87,0.05,255.43
OI0004393-1,O0004393,P00087,4,295.38,0,1181.52
OI0004394-1,O0004394,P00092,2,326.92,0,653.84
OI0004394-2,O0004394,P00145,4,313.16,0.1,1127.38
OI0004394-3,O0004394,P00052,3,44.67,0.15,113.91
OI0004394-4,O0004394,P00170,3,454.68,0.05,1295.84
OI0004394-5,O0004394,P00042,1,353.74,0.1,318.37
OI0004395-1,O0004395,P00177,2,353.87,0,707.74
OI0004395-2,O0004395,P00003,4,232.09,0.15,789.11
OI0004396-1,O0004396,P00237,4,37.64,0.15,127.98
OI0004396-2,O0004396,P00023,4,124.02,0.1,446.47
OI0004396-3,O0004396,P00187,2,419.01,0,838.02
OI0004397-1,O0004397,P00089,2,322.62,0.1,580.72
OI0004398-1,O0004398,P00159,2,310.78,0.1,559.4
OI0004398-2,O0004398,P00201,4,328.29,0.15,1116.19
OI0004399-1,O0004399,P00042,4,353.74,0,1414.96
OI0004400-1,O0004400,P00182,4,268.87,0.1,967.93
OI0004401-1,O0004401,P00212,3,140.61,0,421.83
OI0004402-1,O0004402,P00080,2,353.31,0.15,600.63
OI0004402-2,O0004402,P00225,2,683.22,0,1366.44
OI0004402-3,O0004402,P00185,4,553.09,0,2212.36
OI0004402-4,O0004402,P00209,1,362.25,0,362.25
OI0004403-1,O0004403,P00178,2,540.49,0.1,972.88
OI0004404-1,O0004404,P00209,2,362.25,0,724.5
OI0004404-2,O0004404,P00233,3,334.8,0.15,853.74
OI0004405-1,O0004405,P00213,3,152.18,0,456.54
OI0004406-1,O0004406,P00044,1,364.31,0,364.31
OI0004407-1,O0004407,P00007,4,409.55,0,1638.2
OI0004407-2,O0004407,P00190,2,243.09,0,486.18
OI0004408-1,O0004408,P00184,2,308.0,0.1,554.4
OI0004408-2,O0004408,P00128,4,222.47,0,889.88
OI0004408-3,O0004408,P00021,3,441.58,0.15,1126.03
OI0004408-4,O0004408,P00206,1,417.71,0.15,355.05
OI0004408-5,O0004408,P00100,2,436.62,0,873.24
OI0004408-6,O0004408,P00219,1,545.58,0,545.58
OI0004409-1,O0004409,P00109,2,309.48,0.05,588.01
OI0004409-2,O0004409,P00229,1,584.2,0.1,525.78
OI0004410-1,O0004410,P00150,2,587.56,0,1175.12
OI0004410-2,O0004410,P00200,2,630.23,0.15,1071.39
OI0004410-3,O0004410,P00198,1,149.31,0,149.31
OI0004410-4,O0004410,P00118,3,431.83,0,1295.49
OI0004411-1,O0004411,P00128,4,222.47,0,889.88
OI0004412-1,O0004412,P00182,3,268.87,0.1,725.95
OI0004413-1,O0004413,P00202,3,77.45,0.05,220.73
OI0004413-2,O0004413,P00138,4,291.59,0.05,1108.04
OI0004413-3,O0004413,P00136,2,24.95,0,49.9
OI0004414-1,O0004414,P00065,4,270.78,0,1083.12
OI0004414-2,O0004414,P00083,1,102.7,0.15,87.3
OI0004415-1,O0004415,P00054,2,432.47,0,864.94
OI0004415-2,O0004415,P00093,4,211.16,0,844.64
OI0004415-3,O0004415,P00035,1,409.99,0.1,368.99
OI0004415-4,O0004415,P00231,1,288.32,0,288.32
OI0004415-5,O0004415,P00007,4,409.55,0,1638.2
OI0004415-6,O0004415,P00131,1,558.94,0.1,503.05
OI0004416-1,O0004416,P00026,2,650.23,0.05,1235.44
OI0004417-1,O0004417,P00103,3,244.14,0,732.42
OI0004417-2,O0004417,P00111,3,100.81,0.05,287.31
OI0004417-3,O0004417,P00005,2,132.26,0,264.52
OI0004417-4,O0004417,P00174,3,363.5,0,1090.5
OI0004417-5,O0004417,P00212,3,140.61,0,421.83
OI0004417-6,O0004417,P00202,2,77.45,0.15,131.66
OI0004418-1,O0004418,P00173,2,534.3,0.1,961.74
OI0004419-1,O0004419,P00160,1,455.76,0,455.76
OI0004419-2,O0004419,P00043,2,46.94,0,93.88
OI0004420-1,O0004420,P00177,2,353.87,0,707.74
OI0004421-1,O0004421,P00103,2,244.14,0.15,415.04
OI0004421-2,O0004421,P00048,4,140.77,0,563.08
OI0004421-3,O0004421,P00171,3,93.75,0.15,239.06
OI0004422-1,O0004422,P00019,1,469.92,0,469.92
OI0004422-2,O0004422,P00153,2,220.94,0,441.88
OI0004422-3,O0004422,P00112,2,104.66,0.15,177.92
OI0004422-4,O0004422,P00215,2,105.44,0,210.88
OI0004422-5,O0004422,P00095,4,432.18,0,1728.72
OI0004422-6,O0004422,P00235,2,123.18,0.1,221.72
OI0004423-1,O0004423,P00088,2,318.05,0,636.1
OI0004423-2,O0004423,P00014,2,131.81,0,263.62
OI0004424-1,O0004424,P00017,2,422.6,0,845.2
OI0004424-2,O0004424,P00214,4,86.45,0.1,311.22
OI0004424-3,O0004424,P00133,3,507.95,0.1,1371.46
OI0004424-4,O0004424,P00167,1,136.77,0,136.77
OI0004425-1,O0004425,P00055,4,496.42,0,1985.68
OI0004426-1,O0004426,P00224,4,36.75,0.05,139.65
OI0004426-2,O0004426,P00039,4,688.69,0.1,2479.28
OI0004427-1,O0004427,P00146,4,274.56,0.05,1043.33
OI0004428-1,O0004428,P00044,1,364.31,0.05,346.09
OI0004429-1,O0004429,P00012,4,593.99,0.1,2138.36
OI0004430-1,O0004430,P00201,4,328.29,0.1,1181.84
OI0004430-2,O0004430,P00083,1,102.7,0.1,92.43
OI0004430-3,O0004430,P00128,4,222.47,0,889.88
OI0004430-4,O0004430,P00072,1,92.45,0.05,87.83
OI0004431-1,O0004431,P00054,1,432.47,0.15,367.6
OI0004432-1,O0004432,P00056,3,236.38,0.15,602.77
OI0004432-2,O0004432,P00036,2,50.67,0,101.34
OI0004432-3,O0004432,P00102,1,566.9,0.05,538.55
OI0004432-4,O0004432,P00198,4,149.31,0.15,507.65
OI0004432-5,O0004432,P00014,3,131.81,0,395.43
OI0004433-1,O0004433,P00207,3,347.97,0,1043.91
OI0004433-2,O0004433,P00024,2,387.57,0,775.14
OI0004433-3,O0004433,P00233,2,334.8,0.15,569.16
OI0004433-4,O0004433,P00199,4,641.07,0.1,2307.85
OI0004434-1,O0004434,P00144,3,392.62,0.1,1060.07
OI0004435-1,O0004435,P00010,3,59.15,0.15,150.83
OI0004435-2,O0004435,P00150,3,587.56,0.05,1674.55
OI0004435-3,O0004435,P00145,4,313.16,0,1252.64
OI0004435-4,O0004435,P00082,3,489.41,0,1468.23
OI0004436-1,O0004436,P00158,3,157.69,0,473.07
OI0004436-2,O0004436,P00058,3,311.57,0.15,794.5
OI0004436-3,O0004436,P00147,4,153.52,0.05,583.38
OI0004436-4,O0004436,P00232,4,599.24,0.05,2277.11
OI0004436-5,O0004436,P00017,1,422.6,0.05,401.47
OI0004437-1,O0004437,P00011,1,143.74,0,143.74
OI0004438-1,O0004438,P00051,2,396.74,0.05,753.81
OI0004438-2,O0004438,P00169,2,409.64,0.05,778.32
OI0004439-1,O0004439,P00176,1,662.84,0.05,629.7
OI0004440-1,O0004440,P00038,1,434.73,0,434.73
OI0004440-2,O0004440,P00056,2,236.38,0,472.76
OI0004440-3,O0004440,P00138,1,291.59,0.15,247.85
OI0004440-4,O0004440,P00008,3,275.55,0.1,743.99
OI0004440-5,O0004440,P00085,2,220.54,0.05,419.03
OI0004441-1,O0004441,P00083,4,102.7,0,410.8
OI0004442-1,O0004442,P00015,4,389.15,0,1556.6
OI0004442-2,O0004442,P00191,3,95.23,0,285.69
OI0004443-1,O0004443,P00080,4,353.31,0.05,1342.58
OI0004443-2,O0004443,P00052,2,44.67,0.15,75.94
OI0004444-1,O0004444,P00019,1,469.92,0,469.92
OI0004444-2,O0004444,P00040,4,563.92,0.15,1917.33
OI0004445-1,O0004445,P00149,2,579.48,0,1158.96
OI0004445-2,O0004445,P00234,1,321.3,0,321.3
OI0004445-3,O0004445,P00134,2,154.54,0,309.08
OI0004446-1,O0004446,P00184,3,308.0,0.15,785.4
OI0004447-1,O0004447,P00126,2,180.97,0.1,325.75
OI0004447-2,O0004447,P00184,3,308.0,0,924.0
OI0004448-1,O0004448,P00213,1,152.18,0,152.18
OI0004449-1,O0004449,P00136,3,24.95,0.15,63.62
OI0004450-1,O0004450,P00178,2,540.49,0,1080.98
OI0004451-1,O0004451,P00064,2,48.59,0,97.18
OI0004452-1,O0004452,P00219,1,545.58,0,545.58
OI0004453-1,O0004453,P00160,4,455.76,0.15,1549.58
OI0004453-2,O0004453,P00154,3,670.02,0.15,1708.55
OI0004453-3,O0004453,P00005,4,132.26,0.15,449.68
OI0004454-1,O0004454,P00039,2,688.69,0.05,1308.51
OI0004455-1,O0004455,P00100,2,436.62,0.05,829.58
OI0004456-1,O0004456,P00063,2,263.0,0,526.0
OI0004456-2,O0004456,P00113,3,603.62,0,1810.86
OI0004457-1,O0004457,P00211,2,392.42,0,784.84
OI0004457-2,O0004457,P00057,1,94.36,0,94.36
OI0004457-3,O0004457,P00042,3,353.74,0,1061.22
OI0004458-1,O0004458,P00156,1,652.36,0,652.36
OI0004458-2,O0004458,P00075,3,549.38,0,1648.14
OI0004459-1,O0004459,P00065,4,270.78,0,1083.12
OI0004460-1,O0004460,P00060,4,552.88,0,2211.52
OI0004461-1,O0004461,P00233,4,334.8,0,1339.2
OI0004461-2,O0004461,P00236,1,545.04,0,545.04
OI0004461-3,O0004461,P00037,3,187.35,0,562.05
OI0004461-4,O0004461,P00229,2,584.2,0.1,1051.56
OI0004462-1,O0004462,P00074,2,220.55,0.05,419.05
OI0004462-2,O0004462,P00036,4,50.67,0.1,182.41
OI0004462-3,O0004462,P00163,4,275.84,0,1103.36
OI0004463-1,O0004463,P00070,1,540.32,0.05,513.3
OI0004463-2,O0004463,P00019,3,469.92,0,1409.76
OI0004463-3,O0004463,P00179,1,562.25,0.1,506.03
OI0004464-1,O0004464,P00082,2,489.41,0,978.82
OI0004465-1,O0004465,P00094,4,513.66,0,2054.64
OI0004465-2,O0004465,P00209,4,362.25,0.05,1376.55
OI0004466-1,O0004466,P00125,4,479.1,0.15,1628.94
OI0004466-2,O0004466,P00002,2,89.89,0.1,161.8
OI0004466-3,O0004466,P00203,2,147.18,0,294.36
OI0004467-1,O0004467,P00155,3,589.47,0,1768.41
OI0004468-1,O0004468,P00001,2,448.19,0.05,851.56
OI0004468-2,O0004468,P00037,1,187.35,0,187.35
OI0004468-3,O0004468,P00212,2,140.61,0.1,253.1
OI0004468-4,O0004468,P00148,2,585.16,0.1,1053.29
OI0004469-1,O0004469,P00146,4,274.56,0.05,1043.33
OI0004469-2,O0004469,P00080,1,353.31,0.15,300.31
OI0004469-3,O0004469,P00233,3,334.8,0.15,853.74
OI0004470-1,O0004470,P00127,3,543.7,0.05,1549.55
OI0004470-2,O0004470,P00143,1,222.67,0.05,211.54
OI0004470-3,O0004470,P00107,1,84.89,0,84.89
OI0004470-4,O0004470,P00216,3,133.34,0,400.02
OI0004471-1,O0004471,P00083,2,102.7,0,205.4
OI0004471-2,O0004471,P00206,1,417.71,0,417.71
OI0004471-3,O0004471,P00004,4,76.59,0.05,291.04
OI0004471-4,O0004471,P00169,1,409.64,0.05,389.16
OI0004471-5,O0004471,P00078,1,254.13,0,254.13
OI0004472-1,O0004472,P00096,1,386.0,0.1,347.4
OI0004473-1,O0004473,P00133,3,507.95,0,1523.85
OI0004474-1,O0004474,P00135,3,217.54,0.1,587.36
OI0004475-1,O0004475,P00113,1,603.62,0,603.62
OI0004475-2,O0004475,P00223,4,310.28,0,1241.12
OI0004475-3,O0004475,P00013,3,398.48,0.05,1135.67
OI0004476-1,O0004476,P00220,4,266.01,0,1064.04
OI0004476-2,O0004476,P00124,3,384.42,0,1153.26
OI0004477-1,O0004477,P00004,3,76.59,0.05,218.28
OI0004478-1,O0004478,P00079,1,291.37,0.15,247.66
OI0004478-2,O0004478,P00078,2,254.13,0,508.26
OI0004478-3,O0004478,P00233,1,334.8,0,334.8
OI0004478-4,O0004478,P00091,4,58.96,0,235.84
OI0004478-5,O0004478,P00185,3,553.09,0.15,1410.38
OI0004478-6,O0004478,P00006,2,398.0,0,796.0
OI0004479-1,O0004479,P00234,2,321.3,0,642.6
OI0004480-1,O0004480,P00166,1,152.36,0.15,129.51
OI0004480-2,O0004480,P00149,2,579.48,0.15,985.12
OI0004480-3,O0004480,P00084,3,126.05,0,378.15
OI0004480-4,O0004480,P00006,4,398.0,0.15,1353.2
OI0004481-1,O0004481,P00083,2,102.7,0.15,174.59
OI0004481-2,O0004481,P00089,3,322.62,0.1,871.07
OI0004481-3,O0004481,P00132,2,236.23,0.15,401.59
OI0004481-4,O0004481,P00153,3,220.94,0,662.82
OI0004482-1,O0004482,P00041,4,176.8,0,707.2
OI0004483-1,O0004483,P00032,1,158.94,0.15,135.1
OI0004484-1,O0004484,P00020,2,439.84,0,879.68
OI0004484-2,O0004484,P00165,4,264.33,0,1057.32
OI0004484-3,O0004484,P00019,1,469.92,0.15,399.43
OI0004484-4,O0004484,P00150,1,587.56,0.1,528.8
OI0004484-5,O0004484,P00142,3,398.88,0.15,1017.14
OI0004485-1,O0004485,P00164,2,108.9,0.1,196.02
OI0004485-2,O0004485,P00028,2,182.42,0.15,310.11
OI0004485-3,O0004485,P00143,3,222.67,0,668.01
OI0004486-1,O0004486,P00185,1,553.09,0.1,497.78
OI0004487-1,O0004487,P00093,1,211.16,0.1,190.04
OI0004487-2,O0004487,P00115,1,30.25,0,30.25
OI0004487-3,O0004487,P00108,3,415.82,0,1247.46
OI0004488-1,O0004488,P00215,3,105.44,0.05,300.5
OI0004488-2,O0004488,P00135,4,217.54,0,870.16
OI0004488-3,O0004488,P00141,2,90.02,0,180.04
OI0004489-1,O0004489,P00197,3,422.25,0,1266.75
OI0004489-2,O0004489,P00152,1,258.82,0.05,245.88
OI0004489-3,O0004489,P00078,2,254.13,0,508.26
OI0004490-1,O0004490,P00159,1,310.78,0.05,295.24
OI0004491-1,O0004491,P00218,2,413.48,0,826.96
OI0004491-2,O0004491,P00068,1,228.52,0.05,217.09
OI0004491-3,O0004491,P00012,3,593.99,0.1,1603.77
OI0004491-4,O0004491,P00156,3,652.36,0,1957.08
OI0004491-5,O0004491,P00203,2,147.18,0,294.36
OI0004492-1,O0004492,P00198,4,149.31,0,597.24
OI0004492-2,O0004492,P00148,4,585.16,0,2340.64
OI0004492-3,O0004492,P00162,1,436.66,0.05,414.83
OI0004492-4,O0004492,P00238,4,295.8,0.05,1124.04
OI0004492-5,O0004492,P00212,2,140.61,0,281.22
OI0004493-1,O0004493,P00019,4,469.92,0,1879.68
OI0004493-2,O0004493,P00122,2,566.01,0,1132.02
OI0004493-3,O0004493,P00234,1,321.3,0,321.3
OI0004493-4,O0004493,P00076,2,487.81,0.05,926.84
OI0004493-5,O0004493,P00107,2,84.89,0,169.78
OI0004494-1,O0004494,P00160,2,455.76,0.05,865.94
OI0004494-2,O0004494,P00025,2,564.8,0,1129.6
OI0004495-1,O0004495,P00061,4,422.21,0.1,1519.96
OI0004495-2,O0004495,P00014,4,131.81,0.1,474.52
OI0004495-3,O0004495,P00212,2,140.61,0.1,253.1
OI0004496-1,O0004496,P00098,3,78.31,0.05,223.18
OI0004496-2,O0004496,P00011,2,143.74,0,287.48
OI0004496-3,O0004496,P00139,4,365.53,0,1462.12
OI0004497-1,O0004497,P00224,1,36.75,0,36.75
OI0004497-2,O0004497,P00091,4,58.96,0.05,224.05
OI0004497-3,O0004497,P00084,3,126.05,0,378.15
OI0004497-4,O0004497,P00239,2,365.95,0,731.9
OI0004498-1,O0004498,P00075,1,549.38,0,549.38
OI0004498-2,O0004498,P00148,1,585.16,0.15,497.39
OI0004499-1,O0004499,P00118,1,431.83,0.05,410.24
OI0004500-1,O0004500,P00090,1,659.17,0.15,560.29
OI0004500-2,O0004500,P00226,3,270.73,0.05,771.58
OI0004501-1,O0004501,P00169,4,409.64,0.1,1474.7
OI0004501-2,O0004501,P00160,4,455.76,0.15,1549.58
OI0004502-1,O0004502,P00012,2,593.99,0.05,1128.58
OI0004502-2,O0004502,P00126,1,180.97,0.05,171.92
OI0004503-1,O0004503,P00015,4,389.15,0,1556.6
OI0004503-2,O0004503,P00090,4,659.17,0,2636.68
OI0004504-1,O0004504,P00081,1,299.2,0,299.2
OI0004504-2,O0004504,P00217,4,58.31,0.05,221.58
OI0004505-1,O0004505,P00150,3,587.56,0,1762.68
OI0004505-2,O0004505,P00166,1,152.36,0,152.36
OI0004506-1,O0004506,P00218,4,413.48,0,1653.92
OI0004507-1,O0004507,P00113,1,603.62,0.1,543.26
OI0004507-2,O0004507,P00007,4,409.55,0,1638.2
OI0004508-1,O0004508,P00166,1,152.36,0,152.36
OI0004508-2,O0004508,P00022,3,156.69,0.05,446.57
OI0004508-3,O0004508,P00199,1,641.07,0,641.07
OI0004509-1,O0004509,P00169,1,409.64,0,409.64
OI0004509-2,O0004509,P00229,1,584.2,0.15,496.57
OI0004509-3,O0004509,P00043,4,46.94,0,187.76
OI0004510-1,O0004510,P00164,4,108.9,0,435.6
OI0004511-1,O0004511,P00190,1,243.09,0.1,218.78
OI0004512-1,O0004512,P00230,3,464.16,0.15,1183.61
OI0004512-2,O0004512,P00083,1,102.7,0.15,87.3
OI0004513-1,O0004513,P00128,3,222.47,0,667.41
OI0004513-2,O0004513,P00021,4,441.58,0.15,1501.37
OI0004514-1,O0004514,P00223,1,310.28,0.1,279.25
OI0004514-2,O0004514,P00197,3,422.25,0.1,1140.08
OI0004514-3,O0004514,P00204,1,459.04,0,459.04
OI0004515-1,O0004515,P00010,4,59.15,0.05,224.77
OI0004516-1,O0004516,P00205,1,141.37,0.05,134.3
OI0004516-2,O0004516,P00054,1,432.47,0,432.47
OI0004516-3,O0004516,P00067,2,142.7,0.05,271.13
OI0004516-4,O0004516,P00077,3,420.44,0.1,1135.19
OI0004516-5,O0004516,P00118,3,431.83,0.05,1230.72
OI0004517-1,O0004517,P00160,3,455.76,0.1,1230.55
OI0004517-2,O0004517,P00127,3,543.7,0.1,1467.99
OI0004518-1,O0004518,P00097,1,344.74,0.05,327.5
OI0004518-2,O0004518,P00170,3,454.68,0,1364.04
OI0004518-3,O0004518,P00091,4,58.96,0.15,200.46
OI0004518-4,O0004518,P00102,3,566.9,0.05,1615.66
OI0004518-5,O0004518,P00056,1,236.38,0,236.38
OI0004519-1,O0004519,P00144,3,392.62,0.05,1118.97
OI0004519-2,O0004519,P00062,3,226.93,0,680.79
OI0004519-3,O0004519,P00078,3,254.13,0,762.39
OI0004519-4,O0004519,P00088,1,318.05,0,318.05
OI0004519-5,O0004519,P00070,4,540.32,0.1,1945.15
OI0004520-1,O0004520,P00203,1,147.18,0,147.18
OI0004520-2,O0004520,P00238,4,295.8,0,1183.2
OI0004520-3,O0004520,P00173,1,534.3,0,534.3
OI0004521-1,O0004521,P00079,4,291.37,0,1165.48
OI0004521-2,O0004521,P00215,1,105.44,0,105.44
OI0004521-3,O0004521,P00164,2,108.9,0,217.8
OI0004522-1,O0004522,P00041,3,176.8,0.15,450.84
OI0004522-2,O0004522,P00123,4,127.18,0,508.72
OI0004523-1,O0004523,P00175,1,327.8,0.15,278.63
OI0004523-2,O0004523,P00173,4,534.3,0.05,2030.34
OI0004523-3,O0004523,P00048,3,140.77,0.15,358.96
OI0004523-4,O0004523,P00124,2,384.42,0.15,653.51
OI0004524-1,O0004524,P00113,2,603.62,0.1,1086.52
OI0004525-1,O0004525,P00135,2,217.54,0,435.08
OI0004526-1,O0004526,P00203,4,147.18,0.1,529.85
OI0004526-2,O0004526,P00017,3,422.6,0,1267.8
OI0004527-1,O0004527,P00063,2,263.0,0,526.0
OI0004527-2,O0004527,P00203,1,147.18,0.1,132.46
OI0004528-1,O0004528,P00187,2,419.01,0,838.02
OI0004529-1,O0004529,P00192,2,451.44,0.15,767.45
OI0004529-2,O0004529,P00029,4,274.26,0.15,932.48
OI0004530-1,O0004530,P00049,1,232.37,0.1,209.13
OI0004530-2,O0004530,P00021,1,441.58,0.05,419.5
OI0004530-3,O0004530,P00051,4,396.74,0.05,1507.61
OI0004531-1,O0004531,P00065,2,270.78,0,541.56
OI0004531-2,O0004531,P00029,3,274.26,0.1,740.5
OI0004532-1,O0004532,P00025,3,564.8,0.05,1609.68
OI0004532-2,O0004532,P00040,3,563.92,0,1691.76
OI0004533-1,O0004533,P00065,3,270.78,0,812.34
OI0004534-1,O0004534,P00070,4,540.32,0.15,1837.09
OI0004534-2,O0004534,P00052,3,44.67,0,134.01
OI0004534-3,O0004534,P00136,4,24.95,0.15,84.83
OI0004534-4,O0004534,P00024,2,387.57,0,775.14
OI0004535-1,O0004535,P00026,3,650.23,0,1950.69
OI0004535-2,O0004535,P00217,2,58.31,0,116.62
OI0004535-3,O0004535,P00202,2,77.45,0,154.9
OI0004535-4,O0004535,P00043,4,46.94,0.05,178.37
OI0004535-5,O0004535,P00078,2,254.13,0.15,432.02
OI0004536-1,O0004536,P00051,1,396.74,0,396.74
OI0004537-1,O0004537,P00159,2,310.78,0.1,559.4
OI0004537-2,O0004537,P00183,2,316.76,0.05,601.84
OI0004538-1,O0004538,P00236,2,545.04,0.15,926.57
OI0004538-2,O0004538,P00194,1,230.27,0,230.27
OI0004538-3,O0004538,P00115,3,30.25,0,90.75
OI0004539-1,O0004539,P00056,3,236.38,0,709.14
OI0004539-2,O0004539,P00131,2,558.94,0,1117.88
OI0004540-1,O0004540,P00077,1,420.44,0,420.44
OI0004540-2,O0004540,P00084,1,126.05,0.1,113.44
OI0004540-3,O0004540,P00105,2,295.01,0,590.02
OI0004540-4,O0004540,P00086,3,62.83,0.1,169.64
OI0004540-5,O0004540,P00237,4,37.64,0.05,143.03
OI0004541-1,O0004541,P00103,1,244.14,0,244.14
OI0004542-1,O0004542,P00232,4,599.24,0.1,2157.26
OI0004542-2,O0004542,P00061,3,422.21,0,1266.63
OI0004543-1,O0004543,P00132,4,236.23,0,944.92
OI0004543-2,O0004543,P00166,3,152.36,0,457.08
OI0004543-3,O0004543,P00161,1,310.62,0.1,279.56
OI0004543-4,O0004543,P00176,3,662.84,0,1988.52
OI0004543-5,O0004543,P00126,2,180.97,0,361.94
OI0004543-6,O0004543,P00203,4,147.18,0.05,559.28
OI0004544-1,O0004544,P00116,1,67.53,0.1,60.78
OI0004544-2,O0004544,P00217,4,58.31,0,233.24
OI0004545-1,O0004545,P00110,3,347.56,0,1042.68
OI0004545-2,O0004545,P00023,4,124.02,0.15,421.67
OI0004545-3,O0004545,P00093,2,211.16,0.1,380.09
OI0004546-1,O0004546,P00054,3,432.47,0.15,1102.8
OI0004546-2,O0004546,P00027,1,569.62,0,569.62
OI0004547-1,O0004547,P00101,2,210.51,0,421.02
OI0004548-1,O0004548,P00003,3,232.09,0.05,661.46
OI0004548-2,O0004548,P00034,1,303.99,0,303.99
OI0004548-3,O0004548,P00225,1,683.22,0.15,580.74
OI0004548-4,O0004548,P00066,1,567.32,0,567.32
OI0004549-1,O0004549,P00092,2,326.92,0,653.84
