inventory_id,product_id,warehouse_id,on_hand,reserved,available,reorder_point,last_stock_count,qty_on_order,reorder_status
INV00368,P00169,WH-HKY,455,32,423,54,2026-05-31,0,Not Required
INV00369,P00170,WH-AVL,367,19,348,71,2026-05-24,0,Not Required
INV00370,P00170,WH-CLT,285,48,237,90,2026-01-06,0,Not Required
INV00371,P00171,WH-AVL,371,31,340,103,2026-03-23,0,Not Required
INV00372,P00171,WH-CLT,104,78,26,39,2026-02-26,67,On Order
INV00373,P00171,WH-GVL,439,35,404,62,2026-01-08,0,Not Required
INV00374,P00172,WH-AVL,4,1,3,32,2026-03-06,127,On Order
INV00375,P00172,WH-GVL,87,60,27,62,2026-05-23,61,On Order
INV00376,P00173,WH-AVL,229,6,223,58,2026-03-02,0,Not Required
INV00377,P00173,WH-GVL,58,3,55,41,2026-04-25,0,Not Required
INV00378,P00174,WH-CLT,446,70,376,76,2026-05-14,0,Not Required
INV00379,P00174,WH-HKY,427,6,421,60,2026-04-21,0,Not Required
INV00380,P00175,WH-AVL,386,74,312,78,2026-03-26,0,Not Required
INV00381,P00175,WH-GVL,66,26,40,109,2026-02-16,134,On Order
INV00382,P00176,WH-AVL,142,16,126,106,2026-05-30,0,Not Required
INV00383,P00176,WH-GVL,447,1,446,58,2026-02-22,0,Not Required
INV00384,P00177,WH-HKY,375,22,353,15,2026-02-26,0,Not Required
INV00385,P00177,WH-AVL,320,56,264,112,2026-03-28,0,Not Required
INV00386,P00177,WH-CLT,190,27,163,102,2026-02-27,0,Not Required
INV00387,P00178,WH-GVL,162,61,101,15,2026-04-08,0,Not Required
INV00388,P00178,WH-CLT,164,30,134,75,2026-01-20,0,Not Required
INV00389,P00179,WH-GVL,398,2,396,95,2026-04-04,0,Not Required
INV00390,P00180,WH-HKY,382,67,315,57,2026-04-14,0,Not Required
INV00391,P00180,WH-CLT,434,18,416,16,2026-03-17,0,Not Required
INV00392,P00180,WH-AVL,312,79,233,42,2026-01-26,0,Not Required
INV00393,P00181,WH-HKY,403,63,340,62,2026-02-11,0,Not Required
INV00394,P00181,WH-GVL,401,62,339,110,2026-02-10,0,Not Required
INV00395,P00182,WH-CLT,481,58,423,93,2026-01-18,0,Not Required
INV00396,P00182,WH-HKY,249,74,175,39,2026-04-29,0,Not Required
INV00397,P00183,WH-CLT,277,72,205,39,2026-05-01,0,Not Required
INV00398,P00183,WH-GVL,468,17,451,31,2026-06-02,0,Not Required
INV00399,P00184,WH-GVL,97,32,65,29,2026-05-24,0,Not Required
INV00400,P00184,WH-HKY,272,32,240,66,2026-03-23,0,Not Required
INV00401,P00185,WH-HKY,452,11,441,36,2026-02-18,0,Not Required
INV00402,P00185,WH-CLT,263,1,262,80,2026-05-22,0,Not Required
INV00403,P00186,WH-HKY,325,30,295,19,2026-02-19,0,Not Required
INV00404,P00186,WH-GVL,97,74,23,59,2026-06-05,172,On Order
INV00405,P00186,WH-CLT,431,40,391,40,2026-04-02,0,Not Required
INV00406,P00187,WH-GVL,434,35,399,89,2026-03-22,0,Not Required
INV00407,P00187,WH-CLT,283,51,232,59,2026-02-05,0,Not Required
INV00408,P00187,WH-AVL,68,53,15,117,2026-05-06,82,On Order
INV00409,P00188,WH-AVL,84,61,23,115,2026-04-07,53,On Order
INV00410,P00188,WH-HKY,232,73,159,101,2026-02-24,0,Not Required
INV00411,P00188,WH-GVL,496,0,496,67,2026-02-11,0,Not Required
INV00412,P00189,WH-CLT,208,2,206,43,2026-04-08,0,Not Required
INV00413,P00189,WH-HKY,257,5,252,32,2026-02-16,0,Not Required
INV00414,P00189,WH-AVL,373,58,315,54,2026-03-26,0,Not Required
INV00415,P00190,WH-CLT,475,51,424,58,2026-01-01,0,Not Required
INV00416,P00191,WH-HKY,440,43,397,33,2026-04-27,0,Not Required
INV00417,P00191,WH-AVL,243,80,163,115,2026-01-09,0,Not Required
INV00418,P00191,WH-CLT,154,70,84,34,2026-05-31,0,Not Required
INV00419,P00192,WH-CLT,440,43,397,60,2026-06-07,0,Not Required
INV00420,P00193,WH-GVL,99,8,91,75,2026-03-19,0,Not Required
INV00421,P00194,WH-GVL,382,61,321,57,2026-02-02,0,Not Required
INV00422,P00194,WH-AVL,117,70,47,23,2026-05-07,0,Not Required
INV00423,P00195,WH-CLT,395,5,390,71,2026-05-22,0,Not Required
INV00424,P00195,WH-AVL,131,9,122,42,2026-04-02,0,Not Required
INV00425,P00196,WH-GVL,402,30,372,20,2026-05-12,0,Not Required
INV00426,P00196,WH-CLT,187,22,165,61,2026-04-30,0,Not Required
INV00427,P00197,WH-HKY,454,15,439,104,2026-05-15,0,Not Required
INV00428,P00197,WH-CLT,5,5,0,57,2026-02-24,113,On Order
INV00429,P00198,WH-CLT,212,40,172,110,2026-04-30,0,Not Required
INV00430,P00198,WH-AVL,229,74,155,32,2026-05-06,0,Not Required
INV00431,P00199,WH-GVL,41,31,10,73,2026-04-19,121,On Order
INV00432,P00199,WH-AVL,50,13,37,57,2026-04-05,94,On Order
INV00433,P00200,WH-HKY,55,14,41,31,2026-05-08,0,Not Required
INV00434,P00200,WH-AVL,251,38,213,64,2026-01-21,0,Not Required
INV00435,P00201,WH-GVL,115,10,105,24,2026-01-09,0,Not Required
INV00436,P00202,WH-HKY,329,59,270,29,2026-01-22,0,Not Required
INV00437,P00202,WH-CLT,109,66,43,108,2026-04-15,132,On Order
INV00438,P00202,WH-AVL,167,14,153,37,2026-03-05,0,Not Required
INV00439,P00203,WH-AVL,399,21,378,18,2026-03-08,0,Not Required
INV00440,P00203,WH-CLT,497,71,426,52,2026-05-08,0,Not Required
INV00441,P00203,WH-GVL,420,62,358,82,2026-05-18,0,Not Required
INV00442,P00204,WH-AVL,370,6,364,119,2026-04-26,0,Not Required
INV00443,P00204,WH-GVL,487,10,477,91,2026-03-19,0,Not Required
INV00444,P00205,WH-HKY,169,45,124,30,2026-05-07,0,Not Required
INV00445,P00205,WH-AVL,388,56,332,118,2026-04-25,0,Not Required
INV00446,P00206,WH-HKY,242,73,169,27,2026-02-08,0,Not Required
INV00447,P00206,WH-CLT,128,26,102,107,2026-02-25,102,On Order
INV00448,P00206,WH-GVL,378,57,321,116,2026-01-23,0,Not Required
INV00449,P00207,WH-AVL,108,29,79,63,2026-02-14,0,Not Required
INV00450,P00207,WH-GVL,313,35,278,58,2026-04-22,0,Not Required
INV00451,P00207,WH-HKY,263,57,206,101,2026-05-16,0,Not Required
INV00452,P00208,WH-GVL,357,68,289,52,2026-03-08,0,Not Required
INV00453,P00208,WH-CLT,295,11,284,87,2026-05-25,0,Not Required
INV00454,P00208,WH-HKY,151,11,140,38,2026-01-20,0,Not Required
INV00455,P00209,WH-GVL,21,13,8,86,2026-02-13,77,On Order
INV00456,P00210,WH-GVL,478,37,441,79,2026-05-12,0,Not Required
INV00457,P00211,WH-HKY,111,37,74,41,2026-04-10,0,Not Required
INV00458,P00211,WH-GVL,292,36,256,100,2026-05-11,0,Not Required
INV00459,P00212,WH-CLT,380,49,331,19,2026-02-24,0,Not Required
INV00460,P00212,WH-GVL,136,42,94,114,2026-02-11,191,On Order
INV00461,P00212,WH-HKY,162,77,85,81,2026-01-17,0,Not Required
INV00462,P00213,WH-HKY,266,59,207,80,2026-02-01,0,Not Required
INV00463,P00213,WH-GVL,200,5,195,34,2026-05-21,0,Not Required
INV00464,P00213,WH-AVL,117,24,93,70,2026-03-16,0,Not Required
INV00465,P00214,WH-AVL,403,8,395,72,2026-02-11,0,Not Required
INV00466,P00215,WH-AVL,329,50,279,31,2026-02-03,0,Not Required
INV00467,P00216,WH-GVL,88,39,49,15,2026-04-06,0,Not Required
INV00468,P00216,WH-CLT,48,43,5,79,2026-03-25,194,On Order
INV00469,P00216,WH-HKY,13,1,12,54,2026-04-01,140,On Order
INV00470,P00217,WH-CLT,12,12,0,19,2026-01-23,77,On Order
INV00471,P00217,WH-HKY,189,15,174,25,2026-06-03,0,Not Required
INV00472,P00218,WH-CLT,483,45,438,78,2026-02-04,0,Not Required
INV00473,P00218,WH-AVL,288,7,281,16,2026-02-25,0,Not Required
INV00474,P00218,WH-GVL,78,11,67,57,2026-01-15,0,Not Required
INV00475,P00219,WH-HKY,166,66,100,46,2026-06-04,0,Not Required
INV00476,P00219,WH-CLT,473,69,404,117,2026-04-03,0,Not Required
INV00477,P00220,WH-CLT,476,38,438,38,2026-04-19,0,Not Required
INV00478,P00220,WH-GVL,192,59,133,51,2026-04-27,0,Not Required
INV00479,P00220,WH-HKY,474,77,397,104,2026-01-12,0,Not Required
INV00480,P00221,WH-CLT,500,44,456,46,2026-05-08,0,Not Required
INV00481,P00221,WH-HKY,248,32,216,72,2026-04-05,0,Not Required
INV00482,P00222,WH-HKY,118,70,48,93,2026-03-15,182,On Order
INV00483,P00222,WH-GVL,275,38,237,74,2026-01-26,0,Not Required
INV00484,P00222,WH-AVL,354,78,276,53,2026-01-27,0,Not Required
INV00485,P00223,WH-GVL,417,12,405,35,2026-01-17,0,Not Required
INV00486,P00223,WH-AVL,57,12,45,71,2026-02-20,76,On Order
INV00487,P00224,WH-HKY,279,46,233,118,2026-04-11,0,Not Required
INV00488,P00224,WH-AVL,252,17,235,115,2026-03-08,0,Not Required
INV00489,P00225,WH-AVL,320,7,313,62,2026-04-23,0,Not Required
INV00490,P00225,WH-GVL,303,24,279,50,2026-03-25,0,Not Required
INV00491,P00225,WH-HKY,334,4,330,118,2026-01-30,0,Not Required
INV00492,P00226,WH-CLT,67,46,21,94,2026-01-30,61,On Order
INV00493,P00226,WH-HKY,19,1,18,84,2026-02-07,126,On Order
INV00494,P00226,WH-AVL,160,53,107,100,2026-03-31,0,Not Required
INV00495,P00227,WH-HKY,156,59,97,53,2026-04-23,0,Not Required
INV00496,P00227,WH-GVL,141,26,115,90,2026-03-31,0,Not Required
INV00497,P00228,WH-AVL,292,11,281,87,2026-04-08,0,Not Required
INV00498,P00228,WH-CLT,46,31,15,80,2026-01-17,61,On Order
INV00499,P00229,WH-HKY,146,76,70,105,2026-01-14,64,On Order
INV00500,P00229,WH-AVL,442,58,384,118,2026-03-30,0,Not Required
INV00501,P00230,WH-CLT,367,44,323,114,2026-05-23,0,Not Required
INV00502,P00230,WH-AVL,263,75,188,49,2026-05-11,0,Not Required
INV00503,P00231,WH-GVL,221,55,166,116,2026-03-21,0,Not Required
INV00504,P00231,WH-HKY,390,39,351,28,2026-03-26,0,Not Required
INV00505,P00231,WH-CLT,409,63,346,116,2026-06-08,0,Not Required
INV00506,P00232,WH-HKY,409,49,360,65,2026-06-05,0,Not Required
INV00507,P00232,WH-GVL,293,59,234,67,2026-01-11,0,Not Required
INV00508,P00233,WH-HKY,413,74,339,18,2026-01-19,0,Not Required
INV00509,P00233,WH-AVL,425,41,384,56,2026-05-07,0,Not Required
INV00510,P00234,WH-GVL,450,44,406,93,2026-05-17,0,Not Required
INV00511,P00234,WH-HKY,410,67,343,19,2026-04-24,0,Not Required
INV00512,P00234,WH-AVL,350,54,296,22,2026-03-13,0,Not Required
INV00513,P00235,WH-AVL,394,73,321,42,2026-01-12,0,Not Required
INV00514,P00235,WH-HKY,474,38,436,105,2026-03-24,0,Not Required
INV00515,P00235,WH-GVL,19,11,8,94,2026-04-23,94,On Order
INV00516,P00236,WH-GVL,140,0,140,58,2026-01-11,0,Not Required
INV00517,P00237,WH-HKY,266,16,250,62,2026-03-27,0,Not Required
INV00518,P00237,WH-CLT,159,40,119,39,2026-02-03,0,Not Required
INV00519,P00238,WH-HKY,91,19,72,43,2026-03-25,0,Not Required
INV00520,P00238,WH-GVL,19,0,19,74,2026-01-11,78,On Order
INV00521,P00239,WH-GVL,288,43,245,28,2026-02-19,0,Not Required
INV00522,P00239,WH-CLT,355,64,291,63,2026-02-19,0,Not Required
INV00523,P00239,WH-HKY,322,65,257,74,2026-05-17,0,Not Required
INV00524,P00240,WH-HKY,477,0,477,77,2026-04-16,0,Not Required
INV00525,P00240,WH-CLT,104,0,104,15,2026-03-30,0,Not Required
