order_id,customer_id,employee_id,order_date,channel,status,subtotal,tax,shipping,total,region
O0003386,C002137,E0030,2025-12-19T12:43:36,Online,Cancelled,2794.02,195.58,0.0,2989.6,Smoky Mountains
O0003387,C000542,E0045,2025-06-23T20:14:59,Online,Returned,1177.56,82.43,0.0,1259.99,Smoky Mountains
O0003388,C000888,E0017,2025-06-09T16:36:27,Phone,Completed,3856.7,219.83,0.0,4076.53,Coastal
O0003389,C002573,E0034,2025-10-18T10:10:54,Retail Store,Completed,1241.24,99.3,0.0,1340.54,Blue Ridge
O0003390,C002398,E0034,2025-10-29T14:24:48,Retail Store,Completed,6495.2,454.66,0.0,6949.86,Coastal
O0003391,C002329,E0037,2025-11-05T14:06:57,Marketplace,Returned,2651.9,185.63,0.0,2837.53,Foothills
O0003392,C000629,E0042,2025-06-05T12:21:53,Retail Store,Completed,1247.46,87.32,0.0,1334.78,Coastal
O0003393,C001999,E0048,2025-12-27T09:25:48,Retail Store,Cancelled,730.21,51.11,0.0,781.32,Blue Ridge
O0003394,C002330,E0051,2025-08-25T12:18:19,Phone,Completed,1260.46,100.84,0.0,1361.3,Piedmont
O0003395,C000765,E0008,2025-06-04T18:26:19,Marketplace,Completed,1581.07,110.67,0.0,1691.74,Appalachian
O0003396,C001109,E0028,2025-05-03T17:28:25,Marketplace,Completed,1671.95,117.04,0.0,1788.99,Foothills
O0003397,C001487,E0045,2025-06-09T15:55:32,Marketplace,Completed,1440.47,115.24,0.0,1555.71,Foothills
O0003398,C000326,E0019,2025-10-01T13:02:05,Marketplace,Completed,768.66,43.81,0.0,812.47,Coastal
O0003399,C002376,E0043,2025-05-13T20:47:03,Online,Completed,4419.04,309.33,0.0,4728.37,Foothills
O0003400,C000344,E0030,2025-10-12T09:30:53,Retail Store,Completed,4090.89,286.36,0.0,4377.25,Piedmont
O0003401,C001570,E0037,2025-09-30T07:49:47,Online,Completed,2042.94,143.01,0.0,2185.95,Coastal
O0003402,C001758,E0017,2025-05-24T19:23:43,Marketplace,Completed,202.68,14.19,0.0,216.87,Foothills
O0003403,C002322,E0034,2025-11-19T11:58:55,Retail Store,Completed,1560.74,88.96,0.0,1649.7,Coastal
O0003404,C000646,E0051,2025-04-24T16:31:03,Marketplace,Completed,2182.64,152.78,0.0,2335.42,Piedmont
O0003405,C000360,E0014,2025-05-31T13:57:16,Retail Store,Completed,1551.03,147.35,0.0,1698.38,Foothills
O0003406,C002491,E0039,2025-04-09T21:52:52,Online,Completed,1878.99,131.53,0.0,2010.52,Piedmont
O0003407,C000631,E0060,2025-05-25T15:54:30,Retail Store,Completed,123.9,9.91,0.0,133.81,Blue Ridge
O0003408,C002108,E0046,2025-05-28T13:22:28,Phone,Completed,847.35,67.79,0.0,915.14,Smoky Mountains
O0003409,C000619,E0035,2025-06-08T13:41:58,Online,Completed,1479.89,103.59,0.0,1583.48,Coastal
O0003410,C001002,E0024,2025-06-16T16:11:10,Online,Returned,71.52,5.01,9.95,86.48,Appalachian
O0003411,C000692,E0022,2025-07-16T18:21:45,Retail Store,Completed,532.02,42.56,0.0,574.58,Foothills
O0003412,C000891,E0035,2025-03-08T00:34:46,Online,Completed,633.48,44.34,0.0,677.82,Piedmont
O0003413,C000310,E0036,2025-12-17T13:35:43,Online,Completed,2648.81,251.64,0.0,2900.45,Coastal
O0003414,C002070,E0058,2025-06-30T21:24:23,Online,Completed,5280.36,501.63,0.0,5781.99,Piedmont
O0003415,C002595,E0035,2025-07-02T12:24:26,Marketplace,Completed,2563.24,179.43,0.0,2742.67,Appalachian
O0003416,C002455,E0039,2025-11-11T09:20:39,Marketplace,Returned,1057.62,74.03,0.0,1131.65,Appalachian
O0003417,C001312,E0004,2025-06-06T11:35:57,Phone,Cancelled,1867.89,177.45,0.0,2045.34,Blue Ridge
O0003418,C001196,E0059,2025-08-24T11:54:41,Marketplace,Completed,1609.92,128.79,0.0,1738.71,Coastal
O0003419,C000811,E0022,2025-11-28T20:37:25,Online,Returned,2642.54,211.4,0.0,2853.94,Piedmont
O0003420,C001462,E0020,2025-01-15T11:22:15,Retail Store,Completed,4302.84,344.23,0.0,4647.07,Smoky Mountains
O0003421,C000455,E0051,2025-01-23T18:35:15,Marketplace,Cancelled,659.18,46.14,0.0,705.32,Appalachian
O0003422,C002262,E0018,2025-03-02T21:58:15,Marketplace,Completed,2609.63,247.91,0.0,2857.54,Smoky Mountains
O0003423,C002282,E0004,2025-10-01T20:23:25,Marketplace,Completed,2356.62,134.33,0.0,2490.95,Appalachian
O0003424,C000220,E0001,2025-08-05T20:56:54,Marketplace,Completed,1792.76,102.19,0.0,1894.95,Blue Ridge
O0003425,C001332,E0053,2025-07-20T16:31:16,Online,Completed,4937.89,345.65,0.0,5283.54,Blue Ridge
O0003426,C001495,E0058,2025-09-08T08:52:41,Marketplace,Completed,5980.44,418.63,0.0,6399.07,Coastal
O0003427,C001540,E0048,2025-03-20T12:37:09,Phone,Completed,3526.18,200.99,0.0,3727.17,Coastal
O0003428,C000064,E0022,2025-01-09T11:55:03,Retail Store,Completed,3973.5,317.88,0.0,4291.38,Smoky Mountains
O0003429,C000260,E0040,2025-01-05T09:42:35,Phone,Completed,372.99,21.26,0.0,394.25,Blue Ridge
O0003430,C000144,E0014,2025-01-19T16:54:39,Phone,Completed,4107.62,234.13,0.0,4341.75,Foothills
O0003431,C001492,E0043,2025-03-05T17:38:35,Marketplace,Cancelled,1267.19,88.7,0.0,1355.89,Blue Ridge
O0003432,C002343,E0059,2025-03-22T15:44:33,Online,Completed,2571.92,205.75,0.0,2777.67,Smoky Mountains
O0003433,C001195,E0018,2025-06-12T15:06:36,Marketplace,Completed,1426.21,135.49,0.0,1561.7,Piedmont
O0003434,C000193,E0053,2025-05-23T18:33:31,Marketplace,Returned,504.2,47.9,0.0,552.1,Foothills
O0003435,C002341,E0007,2025-07-28T01:37:34,Online,Completed,945.52,66.19,0.0,1011.71,Smoky Mountains
O0003436,C001386,E0014,2025-07-28T10:02:51,Marketplace,Completed,2508.87,200.71,0.0,2709.58,Foothills
O0003437,C001804,E0026,2025-02-28T12:05:19,Online,Completed,1945.15,110.87,0.0,2056.02,Blue Ridge
O0003438,C002431,E0043,2025-04-05T12:52:33,Retail Store,Completed,1637.51,131.0,0.0,1768.51,Appalachian
O0003439,C001681,E0020,2025-05-22T11:43:59,Retail Store,Completed,200.8,16.06,0.0,216.86,Smoky Mountains
O0003440,C001513,E0040,2025-01-13T08:36:42,Marketplace,Completed,844.42,67.55,0.0,911.97,Piedmont
O0003441,C001430,E0045,2025-11-06T13:03:06,Retail Store,Returned,958.55,67.1,0.0,1025.65,Foothills
O0003442,C002417,E0040,2025-07-02T04:44:04,Marketplace,Completed,1204.19,114.4,0.0,1318.59,Blue Ridge
O0003443,C000821,E0053,2025-09-14T15:38:12,Retail Store,Completed,591.6,47.33,0.0,638.93,Coastal
O0003444,C002504,E0020,2025-05-26T09:44:44,Phone,Completed,281.22,22.5,0.0,303.72,Appalachian
O0003445,C001872,E0053,2025-10-03T08:29:30,Retail Store,Completed,1348.72,76.88,0.0,1425.6,Piedmont
O0003446,C001679,E0045,2025-11-01T11:06:06,Retail Store,Completed,266.19,25.29,0.0,291.48,Blue Ridge
O0003447,C001793,E0054,2025-06-11T15:42:44,Retail Store,Completed,954.15,66.79,0.0,1020.94,Smoky Mountains
O0003448,C000390,E0057,2025-01-06T10:35:07,Online,Completed,1266.4,101.31,0.0,1367.71,Smoky Mountains
O0003449,C002345,E0034,2025-01-22T16:48:44,Marketplace,Completed,1121.78,63.94,0.0,1185.72,Foothills
O0003450,C001971,E0051,2025-02-04T14:05:08,Retail Store,Completed,2223.61,155.65,0.0,2379.26,Foothills
O0003451,C000063,E0043,2025-02-08T22:50:13,Online,Completed,944.32,66.1,0.0,1010.42,Appalachian
O0003452,C002238,E0026,2025-02-22T18:59:46,Marketplace,Completed,2817.26,267.64,0.0,3084.9,Appalachian
O0003453,C001501,E0046,2025-10-10T17:00:07,Marketplace,Completed,222.67,15.59,0.0,238.26,Smoky Mountains
O0003454,C000897,E0060,2025-06-17T11:21:07,Marketplace,Completed,274.26,21.94,0.0,296.2,Blue Ridge
O0003455,C002506,E0020,2025-09-22T00:37:58,Online,Completed,127.18,10.17,0.0,137.35,Foothills
O0003456,C002223,E0020,2025-04-07T12:22:45,Phone,Completed,6076.51,577.27,0.0,6653.78,Appalachian
O0003457,C000745,E0058,2025-10-29T15:12:45,Retail Store,Completed,3100.74,217.05,0.0,3317.79,Appalachian
O0003458,C001448,E0034,2025-05-16T11:17:38,Online,Completed,666.02,63.27,0.0,729.29,Blue Ridge
O0003459,C000709,E0001,2025-09-24T12:24:56,Retail Store,Returned,1061.61,84.93,0.0,1146.54,Coastal
O0003460,C002503,E0059,2025-01-12T13:23:02,Retail Store,Returned,1969.76,137.88,0.0,2107.64,Coastal
O0003461,C000276,E0059,2025-01-05T09:23:30,Marketplace,Completed,659.17,52.73,0.0,711.9,Appalachian
O0003462,C000971,E0059,2025-08-11T06:48:31,Marketplace,Returned,1162.78,93.02,0.0,1255.8,Foothills
O0003463,C001725,E0059,2025-04-23T11:42:35,Retail Store,Returned,2989.57,284.01,0.0,3273.58,Blue Ridge
O0003464,C002128,E0026,2025-12-27T10:33:12,Retail Store,Completed,735.62,58.85,0.0,794.47,Smoky Mountains
O0003465,C001731,E0007,2025-01-11T18:10:53,Online,Completed,1090.31,76.32,0.0,1166.63,Piedmont
O0003466,C000876,E0003,2025-10-25T10:03:38,Online,Completed,2249.87,157.49,0.0,2407.36,Smoky Mountains
O0003467,C001964,E0041,2025-10-25T15:53:34,Online,Completed,2376.9,135.48,0.0,2512.38,Appalachian
O0003468,C001539,E0051,2025-10-14T17:40:45,Marketplace,Completed,5683.52,397.85,0.0,6081.37,Appalachian
O0003469,C001068,E0046,2025-11-28T20:53:45,Online,Completed,796.56,75.67,0.0,872.23,Coastal
O0003470,C001925,E0042,2025-06-28T10:41:30,Retail Store,Completed,4044.42,384.22,0.0,4428.64,Blue Ridge
O0003471,C000575,E0045,2025-03-29T16:27:00,Retail Store,Completed,4651.03,372.08,0.0,5023.11,Coastal
O0003472,C000802,E0040,2025-02-01T11:59:31,Retail Store,Completed,4691.35,375.31,0.0,5066.66,Piedmont
O0003473,C001794,E0058,2025-06-08T17:28:55,Marketplace,Completed,1739.69,165.27,0.0,1904.96,Appalachian
O0003474,C002057,E0020,2025-02-01T16:12:25,Online,Returned,230.27,18.42,0.0,248.69,Coastal
O0003475,C002391,E0019,2025-06-11T12:58:21,Phone,Completed,5755.42,402.88,0.0,6158.3,Blue Ridge
O0003476,C000138,E0008,2025-07-13T13:15:33,Phone,Completed,1982.48,188.34,0.0,2170.82,Smoky Mountains
O0003477,C000735,E0024,2025-07-02T21:10:40,Marketplace,Completed,1388.26,111.06,0.0,1499.32,Coastal
O0003478,C000775,E0051,2025-03-31T12:39:41,Online,Completed,233.78,13.33,0.0,247.11,Blue Ridge
O0003479,C001797,E0034,2025-10-25T10:39:33,Retail Store,Completed,409.99,28.7,0.0,438.69,Coastal
O0003480,C002246,E0042,2025-10-17T11:42:13,Phone,Completed,1544.74,108.13,0.0,1652.87,Piedmont
O0003481,C000189,E0024,2025-07-26T09:50:06,Phone,Completed,651.49,37.13,0.0,688.62,Piedmont
O0003482,C001808,E0019,2025-03-13T12:59:51,Marketplace,Completed,2977.09,282.82,0.0,3259.91,Blue Ridge
O0003483,C000941,E0058,2025-06-15T13:09:48,Retail Store,Completed,3535.83,335.9,0.0,3871.73,Appalachian
O0003484,C001034,E0041,2025-04-07T13:15:08,Online,Completed,2326.35,132.6,0.0,2458.95,Coastal
O0003485,C000398,E0018,2025-12-12T12:03:17,Phone,Completed,4843.92,387.51,0.0,5231.43,Appalachian
O0003486,C001575,E0043,2025-03-22T18:18:25,Marketplace,Completed,1339.85,107.19,0.0,1447.04,Coastal
O0003487,C000534,E0001,2025-10-10T05:44:42,Marketplace,Completed,1787.67,143.01,0.0,1930.68,Piedmont
O0003488,C000118,E0001,2025-04-16T17:20:14,Retail Store,Returned,2002.82,190.27,0.0,2193.09,Coastal
O0003489,C002209,E0040,2025-12-17T13:06:05,Retail Store,Completed,335.3,23.47,0.0,358.77,Appalachian
O0003490,C000148,E0007,2025-11-05T11:48:35,Phone,Completed,669.6,53.57,0.0,723.17,Coastal
O0003491,C002556,E0009,2025-06-06T14:49:42,Phone,Completed,1539.75,123.18,0.0,1662.93,Piedmont
O0003492,C001530,E0053,2025-06-23T12:57:46,Online,Completed,970.67,77.65,0.0,1048.32,Foothills
O0003493,C000639,E0018,2025-10-07T15:01:25,Online,Completed,2382.91,190.63,0.0,2573.54,Foothills
O0003494,C002177,E0037,2025-11-30T13:54:30,Phone,Returned,4264.14,243.06,0.0,4507.2,Coastal
O0003495,C000563,E0007,2025-01-19T12:19:04,Phone,Returned,3150.35,299.28,0.0,3449.63,Coastal
O0003496,C000249,E0039,2025-02-06T08:09:11,Online,Cancelled,2346.01,187.68,0.0,2533.69,Smoky Mountains
O0003497,C000036,E0056,2025-04-10T12:31:09,Retail Store,Cancelled,1689.0,118.23,0.0,1807.23,Blue Ridge
O0003498,C002161,E0053,2025-07-03T14:06:38,Online,Completed,1512.08,105.85,0.0,1617.93,Appalachian
O0003499,C002279,E0040,2025-11-11T09:07:34,Retail Store,Completed,1027.32,82.19,0.0,1109.51,Smoky Mountains
O0003500,C002054,E0042,2025-10-15T09:59:49,Online,Completed,2732.23,191.26,0.0,2923.49,Foothills
O0003501,C001807,E0003,2025-07-24T04:43:03,Online,Completed,607.98,42.56,0.0,650.54,Coastal
O0003502,C001295,E0028,2025-08-31T16:12:25,Retail Store,Completed,3429.83,325.83,0.0,3755.66,Appalachian
O0003503,C000950,E0034,2025-05-28T13:43:42,Retail Store,Returned,2326.02,162.82,0.0,2488.84,Coastal
O0003504,C000802,E0060,2025-09-25T10:15:41,Retail Store,Completed,995.56,79.64,0.0,1075.2,Piedmont
O0003505,C000886,E0056,2025-10-13T19:56:20,Marketplace,Completed,3336.83,266.95,0.0,3603.78,Foothills
O0003506,C000744,E0009,2025-09-29T08:31:57,Online,Cancelled,3238.16,226.67,0.0,3464.83,Coastal
O0003507,C000370,E0040,2025-10-23T09:04:36,Marketplace,Completed,3331.43,233.2,0.0,3564.63,Coastal
O0003508,C000059,E0007,2025-02-06T13:50:05,Retail Store,Completed,3230.44,184.14,0.0,3414.58,Appalachian
O0003509,C000668,E0028,2025-12-01T13:30:01,Retail Store,Completed,1665.9,133.27,0.0,1799.17,Foothills
O0003510,C001016,E0003,2025-10-11T20:45:20,Online,Cancelled,1021.63,97.05,0.0,1118.68,Coastal
O0003511,C002076,E0043,2025-06-30T13:25:03,Retail Store,Completed,182.48,14.6,0.0,197.08,Blue Ridge
O0003512,C002197,E0014,2025-04-25T12:52:39,Marketplace,Cancelled,4854.67,276.72,0.0,5131.39,Smoky Mountains
O0003513,C002308,E0041,2025-12-27T13:22:34,Phone,Completed,958.62,76.69,0.0,1035.31,Coastal
O0003514,C001913,E0057,2025-04-04T12:53:16,Retail Store,Completed,1625.47,113.78,0.0,1739.25,Smoky Mountains
O0003515,C002500,E0039,2025-12-08T21:30:38,Online,Returned,2761.43,220.91,0.0,2982.34,Blue Ridge
O0003516,C001167,E0035,2025-03-30T18:12:57,Online,Completed,1484.68,118.77,0.0,1603.45,Foothills
O0003517,C000188,E0040,2025-09-26T16:51:06,Retail Store,Cancelled,552.02,31.47,0.0,583.49,Foothills
O0003518,C000040,E0046,2025-02-28T11:11:40,Phone,Returned,582.73,40.79,0.0,623.52,Appalachian
O0003519,C002571,E0040,2025-07-11T10:16:46,Phone,Completed,1071.2,74.98,0.0,1146.18,Smoky Mountains
O0003520,C000197,E0022,2025-04-30T18:52:33,Marketplace,Cancelled,3928.26,314.26,0.0,4242.52,Foothills
O0003521,C000063,E0060,2025-10-12T20:22:45,Online,Cancelled,1295.49,90.68,0.0,1386.17,Appalachian
O0003522,C002438,E0024,2025-08-24T22:16:55,Online,Completed,307.65,21.54,0.0,329.19,Piedmont
O0003523,C002054,E0022,2025-10-10T10:42:58,Marketplace,Completed,220.94,15.47,0.0,236.41,Foothills
O0003524,C002513,E0048,2025-09-13T19:03:11,Online,Completed,428.1,24.4,0.0,452.5,Foothills
O0003525,C000182,E0019,2025-11-09T14:59:23,Retail Store,Completed,3585.99,340.67,0.0,3926.66,Coastal
O0003526,C000252,E0008,2025-02-09T14:33:15,Retail Store,Completed,1561.06,124.88,0.0,1685.94,Foothills
O0003527,C000729,E0059,2025-09-26T18:04:10,Retail Store,Completed,244.36,17.11,0.0,261.47,Coastal
O0003528,C001306,E0051,2025-08-28T07:20:52,Phone,Returned,3355.07,318.73,0.0,3673.8,Appalachian
O0003529,C001565,E0037,2025-01-19T16:00:19,Phone,Completed,722.96,41.21,0.0,764.17,Smoky Mountains
O0003530,C002067,E0024,2025-10-16T12:46:54,Online,Completed,347.97,27.84,0.0,375.81,Blue Ridge
O0003531,C002252,E0004,2025-06-28T08:36:39,Phone,Completed,3205.13,304.49,0.0,3509.62,Foothills
O0003532,C001039,E0030,2025-08-07T08:11:14,Online,Completed,1435.33,100.47,0.0,1535.8,Piedmont
O0003533,C000541,E0018,2025-01-15T10:56:07,Phone,Completed,3192.98,223.51,0.0,3416.49,Appalachian
O0003534,C002221,E0017,2025-06-06T18:38:22,Marketplace,Completed,2574.24,146.73,0.0,2720.97,Appalachian
O0003535,C001546,E0014,2025-01-20T20:44:08,Marketplace,Completed,1489.6,141.51,0.0,1631.11,Piedmont
O0003536,C000740,E0020,2025-11-14T08:36:56,Marketplace,Completed,980.76,78.46,0.0,1059.22,Coastal
O0003537,C001526,E0003,2025-12-16T11:49:52,Online,Completed,140.77,11.26,0.0,152.03,Coastal
O0003538,C001970,E0014,2025-04-15T18:15:59,Retail Store,Completed,176.8,14.14,0.0,190.94,Smoky Mountains
O0003539,C000081,E0008,2025-04-28T08:42:05,Phone,Completed,447.93,31.36,0.0,479.29,Foothills
O0003540,C000483,E0060,2025-07-15T23:01:13,Online,Completed,3178.29,301.94,0.0,3480.23,Piedmont
O0003541,C000727,E0057,2025-02-17T16:59:06,Phone,Completed,3659.86,208.61,0.0,3868.47,Smoky Mountains
O0003542,C000588,E0040,2025-03-21T12:49:03,Retail Store,Completed,5136.97,410.96,0.0,5547.93,Foothills
O0003543,C000131,E0060,2025-07-18T14:40:48,Online,Completed,318.89,22.32,0.0,341.21,Piedmont
O0003544,C001630,E0036,2025-09-24T07:47:08,Phone,Completed,3674.26,257.2,0.0,3931.46,Foothills
O0003545,C002124,E0001,2025-01-30T09:26:22,Phone,Cancelled,4235.19,296.46,0.0,4531.65,Foothills
O0003546,C001473,E0034,2025-03-20T19:30:11,Marketplace,Completed,976.27,78.1,0.0,1054.37,Piedmont
O0003547,C002338,E0022,2025-02-16T10:18:17,Phone,Completed,1521.5,106.51,0.0,1628.01,Appalachian
O0003548,C001589,E0018,2025-08-26T08:26:28,Phone,Completed,2335.01,186.8,0.0,2521.81,Blue Ridge
O0003549,C002400,E0046,2025-03-20T11:38:35,Retail Store,Completed,3413.28,238.93,0.0,3652.21,Piedmont
O0003550,C000536,E0040,2025-08-23T16:37:01,Retail Store,Completed,2559.67,179.18,0.0,2738.85,Appalachian
O0003551,C000029,E0039,2025-11-03T20:13:06,Retail Store,Completed,572.11,40.05,0.0,612.16,Appalachian
O0003552,C002267,E0039,2025-10-05T07:33:03,Phone,Completed,537.74,37.64,0.0,575.38,Coastal
O0003553,C002346,E0053,2025-02-09T22:48:37,Online,Completed,263.34,18.43,0.0,281.77,Blue Ridge
O0003554,C001667,E0026,2025-06-03T19:23:00,Retail Store,Completed,409.99,38.95,0.0,448.94,Piedmont
O0003555,C002546,E0028,2025-01-16T09:41:17,Phone,Completed,1781.97,142.56,0.0,1924.53,Piedmont
O0003556,C001992,E0053,2025-06-27T15:15:04,Marketplace,Completed,1457.41,138.45,0.0,1595.86,Coastal
O0003557,C000859,E0008,2025-10-08T14:28:53,Retail Store,Completed,1448.29,115.86,0.0,1564.15,Smoky Mountains
O0003558,C000029,E0036,2025-09-03T16:36:10,Marketplace,Completed,493.41,34.54,0.0,527.95,Appalachian
O0003559,C000748,E0004,2025-01-06T11:34:52,Online,Completed,2039.91,193.79,0.0,2233.7,Appalachian
O0003560,C002017,E0014,2025-03-16T22:51:42,Online,Completed,2568.44,179.79,0.0,2748.23,Foothills
O0003561,C001108,E0053,2025-10-23T19:43:05,Retail Store,Completed,345.98,24.22,0.0,370.2,Foothills
O0003562,C001152,E0041,2025-04-28T09:37:36,Retail Store,Completed,316.76,25.34,0.0,342.1,Coastal
O0003563,C001031,E0054,2025-04-28T16:40:42,Retail Store,Completed,794.5,75.48,0.0,869.98,Foothills
O0003564,C001117,E0004,2025-07-22T19:45:29,Marketplace,Completed,567.32,45.39,0.0,612.71,Blue Ridge
O0003565,C000236,E0043,2025-12-15T21:10:28,Online,Completed,2623.52,183.65,0.0,2807.17,Foothills
O0003566,C000916,E0051,2025-09-13T16:31:14,Phone,Returned,2592.98,181.51,0.0,2774.49,Piedmont
O0003567,C001271,E0026,2025-04-23T14:03:08,Phone,Completed,1382.94,131.38,0.0,1514.32,Coastal
O0003568,C001327,E0034,2025-01-26T17:19:43,Online,Completed,1578.44,110.49,0.0,1688.93,Blue Ridge
O0003569,C000369,E0057,2025-09-06T17:34:17,Online,Completed,973.11,77.85,0.0,1050.96,Blue Ridge
O0003570,C001662,E0014,2025-05-25T22:43:17,Online,Completed,1428.72,100.01,0.0,1528.73,Appalachian
O0003571,C000304,E0026,2025-10-10T06:31:36,Marketplace,Completed,1664.97,133.2,0.0,1798.17,Blue Ridge
O0003572,C001116,E0040,2025-04-29T14:06:04,Marketplace,Completed,2897.29,202.81,0.0,3100.1,Piedmont
O0003573,C001903,E0009,2025-09-13T04:11:38,Marketplace,Completed,695.94,66.11,0.0,762.05,Blue Ridge
O0003574,C001775,E0043,2025-06-10T20:46:00,Marketplace,Completed,3695.55,295.64,0.0,3991.19,Blue Ridge
O0003575,C000353,E0003,2025-04-28T10:21:27,Phone,Completed,731.49,51.2,0.0,782.69,Smoky Mountains
O0003576,C002009,E0026,2025-11-14T08:05:47,Marketplace,Completed,4152.66,332.21,0.0,4484.87,Coastal
O0003577,C001301,E0008,2025-12-21T08:15:12,Marketplace,Completed,434.73,30.43,0.0,465.16,Foothills
O0003578,C002017,E0040,2025-12-19T16:40:02,Phone,Returned,2232.27,156.26,0.0,2388.53,Foothills
O0003579,C000425,E0001,2025-03-31T13:47:45,Phone,Completed,951.05,66.57,0.0,1017.62,Appalachian
O0003580,C000618,E0007,2025-03-11T16:41:25,Marketplace,Completed,886.14,62.03,0.0,948.17,Blue Ridge
O0003581,C001768,E0043,2025-02-03T20:16:07,Online,Completed,1340.04,107.2,0.0,1447.24,Blue Ridge
O0003582,C001859,E0040,2025-02-12T21:21:29,Marketplace,Completed,3710.18,259.71,0.0,3969.89,Appalachian
O0003583,C000381,E0045,2025-01-06T11:30:45,Marketplace,Completed,1502.45,142.73,0.0,1645.18,Appalachian
O0003584,C001073,E0022,2025-05-03T19:37:03,Marketplace,Completed,1000.85,57.05,0.0,1057.9,Piedmont
O0003585,C001737,E0043,2025-01-17T12:23:08,Phone,Completed,787.48,63.0,0.0,850.48,Coastal
O0003586,C000335,E0008,2025-08-14T17:39:49,Marketplace,Completed,1260.58,100.85,0.0,1361.43,Appalachian
O0003587,C000518,E0060,2025-11-06T21:14:08,Online,Completed,2031.35,115.79,0.0,2147.14,Foothills
O0003588,C002596,E0035,2025-10-18T14:11:59,Phone,Cancelled,4206.12,399.58,0.0,4605.7,Blue Ridge
O0003589,C002288,E0007,2025-05-10T15:14:19,Retail Store,Completed,2979.71,283.07,0.0,3262.78,Blue Ridge
O0003590,C002052,E0046,2025-12-25T04:59:25,Marketplace,Completed,5142.84,360.0,0.0,5502.84,Piedmont
O0003591,C002543,E0036,2025-06-26T17:04:38,Phone,Completed,1639.96,114.8,0.0,1754.76,Blue Ridge
O0003592,C001600,E0006,2025-07-30T11:34:17,Phone,Completed,1468.22,102.78,0.0,1571.0,Blue Ridge
O0003593,C002211,E0007,2025-03-26T16:13:56,Phone,Completed,703.38,40.09,0.0,743.47,Piedmont
O0003594,C000987,E0056,2025-04-09T10:52:11,Phone,Completed,2680.68,214.45,0.0,2895.13,Coastal
O0003595,C001426,E0020,2025-08-01T01:43:43,Online,Completed,2222.57,177.81,0.0,2400.38,Foothills
O0003596,C000585,E0008,2025-07-08T20:35:46,Online,Completed,2285.47,130.27,0.0,2415.74,Piedmont
O0003597,C000412,E0008,2025-02-20T16:20:00,Phone,Completed,980.76,68.65,0.0,1049.41,Foothills
O0003598,C002528,E0046,2025-05-31T14:38:31,Online,Completed,610.38,42.73,0.0,653.11,Appalachian
O0003599,C000967,E0008,2025-10-19T12:04:23,Phone,Completed,60.5,4.84,8.95,74.29,Piedmont
O0003600,C001470,E0036,2025-08-08T08:53:36,Marketplace,Completed,2463.41,197.07,0.0,2660.48,Piedmont
O0003601,C000963,E0039,2025-07-30T09:42:14,Retail Store,Completed,1819.74,145.58,0.0,1965.32,Appalachian
O0003602,C002280,E0003,2025-12-23T11:18:23,Online,Completed,1055.18,84.41,0.0,1139.59,Smoky Mountains
O0003603,C000599,E0017,2025-09-19T19:35:19,Online,Completed,2468.53,197.48,0.0,2666.01,Piedmont
O0003604,C001347,E0058,2025-09-20T11:53:36,Retail Store,Completed,1183.2,94.66,0.0,1277.86,Coastal
O0003605,C000085,E0046,2025-12-09T11:14:10,Online,Completed,2161.96,172.96,0.0,2334.92,Blue Ridge
O0003606,C000517,E0028,2025-07-06T11:28:12,Retail Store,Completed,2083.2,145.82,0.0,2229.02,Foothills
O0003607,C000515,E0042,2025-02-13T10:41:21,Retail Store,Completed,2555.7,242.79,0.0,2798.49,Appalachian
O0003608,C000915,E0014,2025-01-16T18:44:16,Marketplace,Completed,2698.05,188.86,0.0,2886.91,Blue Ridge
O0003609,C001758,E0030,2025-11-30T14:03:03,Marketplace,Cancelled,1150.06,80.5,0.0,1230.56,Foothills
O0003610,C002473,E0037,2025-01-23T13:49:30,Retail Store,Completed,420.72,29.45,0.0,450.17,Blue Ridge
O0003611,C001010,E0048,2025-03-29T10:32:09,Retail Store,Completed,1978.99,138.53,0.0,2117.52,Smoky Mountains
O0003612,C001855,E0017,2025-11-24T15:15:53,Marketplace,Completed,4843.36,387.47,0.0,5230.83,Blue Ridge
O0003613,C001625,E0053,2025-09-06T13:46:06,Online,Cancelled,167.96,15.96,0.0,183.92,Piedmont
O0003614,C001560,E0024,2025-12-13T21:03:57,Marketplace,Completed,1179.24,82.55,0.0,1261.79,Appalachian
O0003615,C000465,E0057,2025-05-08T22:06:55,Marketplace,Completed,327.8,26.22,0.0,354.02,Foothills
O0003616,C000055,E0026,2025-08-20T13:35:07,Phone,Completed,1702.36,97.03,0.0,1799.39,Coastal
O0003617,C001426,E0003,2025-08-08T16:02:55,Online,Completed,706.72,56.54,0.0,763.26,Foothills
O0003618,C000102,E0014,2025-09-17T15:26:45,Retail Store,Completed,1836.16,174.44,0.0,2010.6,Foothills
O0003619,C001707,E0003,2025-12-08T12:44:01,Marketplace,Completed,792.49,55.47,0.0,847.96,Appalachian
O0003620,C002077,E0045,2025-09-11T03:36:25,Online,Completed,153.18,10.72,0.0,163.9,Piedmont
O0003621,C002453,E0053,2025-06-17T14:20:55,Marketplace,Completed,5002.88,400.23,0.0,5403.11,Smoky Mountains
O0003622,C002550,E0003,2025-11-04T17:40:23,Online,Completed,121.0,8.47,0.0,129.47,Foothills
O0003623,C001118,E0037,2025-04-13T09:35:28,Phone,Completed,2288.65,160.21,0.0,2448.86,Appalachian
