event_id	event_time	customer_id	session_id	event_type	product_id	page	device	campaign	session_duration_seconds
EV00009145	2025-05-23T06:53:36	C001971	S006902	support_click	P00014	/support	mobile	direct	112
EV00009146	2025-01-02T23:14:30	C002344	S007752	page_view	P00043	/shop/sleeping-bags	mobile	partner-guide	35
EV00009147	2025-10-26T20:29:37	C001630	S006322	page_view	P00143	/shop/climbing-gear	desktop	organic	20
EV00009148	2025-06-10T12:14:55		S008436	page_view	P00125	/deals	desktop	partner-guide	30
EV00009149	2025-01-26T08:15:18	C002573	S001374	page_view	P00115	/deals	mobile	social-retarget	47
EV00009150	2025-09-02T14:24:37		S004378	page_view	P00080	/shop/hydration	desktop	direct	60
EV00009151	2025-08-01T15:23:39	C001699	S000778	product_view	P00057	/shop/hydration	mobile	organic	29
EV00009152	2025-03-20T18:20:21	C000510	S007041	page_view	P00159	/shop/outerwear	mobile	email-june	28
EV00009153	2025-05-03T20:15:07		S008735	product_view	P00047	/shop/trail-safety	tablet	spring-trail	41
EV00009154	2025-04-08T09:36:09		S000512	page_view	P00108	/	mobile	spring-trail	20
EV00009155	2025-03-22T17:15:07		S008567	page_view	P00172	/deals	desktop	social-retarget	17
EV00009156	2025-10-21T09:19:56		S003340	page_view	P00026	/shop/hydration	mobile	social-retarget	28
EV00009157	2025-08-03T15:34:02	C002486	S000149	page_view	P00050	/shop/outerwear	mobile	organic	17
EV00009158	2025-01-22T16:15:10	C000135	S001544	page_view	P00170	/	desktop	organic	36
EV00009159	2025-01-19T13:34:08	C002540	S008632	page_view	P00229	/shop/tents	desktop	social-retarget	48
EV00009160	2025-06-26T10:11:11	C002377	S000696	search	P00142	/search	mobile	direct	22
EV00009161	2025-10-14T11:43:11	C002445	S003930	search	P00127	/	tablet	organic	39
EV00009162	2025-05-27T07:14:34	C001642	S000226	search	P00141	/search	tablet	direct	71
EV00009163	2025-11-24T19:16:12		S003526	add_to_cart	P00238	/shop/sleeping-bags	desktop	direct	124
EV00009164	2025-06-07T10:59:46	C000493	S004588	product_view	P00011	/shop/sleeping-bags	desktop	organic	60
EV00009165	2025-06-05T10:10:33	C000785	S004752	page_view	P00227	/shop/outerwear	desktop	direct	55
EV00009166	2025-07-13T22:37:07		S002674	add_to_cart	P00081	/shop/tents	desktop	social-retarget	74
EV00009167	2025-06-22T08:05:10		S005578	page_view	P00053	/shop/outerwear	mobile	organic	19
EV00009168	2025-06-25T19:39:08		S001004	purchase	P00047	/checkout	desktop	organic	277
EV00009169	2025-02-19T11:03:41		S003634	add_to_cart	P00062	/shop/sleeping-bags	desktop	organic	65
EV00009170	2025-01-07T09:57:28	C002019	S002321	page_view	P00228	/deals	mobile	organic	20
EV00009171	2025-06-05T13:43:05		S000137	page_view	P00053	/shop/climbing-gear	mobile	organic	12
EV00009172	2025-11-03T08:21:57	C002357	S002807	page_view	P00119	/shop/hydration	mobile	spring-trail	24
EV00009173	2025-02-25T00:06:08	C000186	S006150	page_view	P00050	/shop/outerwear	mobile	direct	14
EV00009174	2025-07-31T09:59:13	C000710	S007299	add_to_cart	P00120	/shop/tents	tablet	social-retarget	49
EV00009175	2025-02-20T22:50:29	C001416	S006824	support_click	P00009	/support	desktop	direct	297
EV00009176	2025-09-01T20:52:56		S008492	page_view	P00029	/shop/climbing-gear	desktop	email-june	31
EV00009177	2025-01-11T13:09:19	C001553	S008365	page_view	P00016	/shop/sleeping-bags	mobile	direct	16
EV00009178	2025-07-04T12:45:35	C001841	S000951	search	P00192	/search	mobile	social-retarget	17
EV00009179	2025-03-19T21:23:11	C001849	S004517	product_view	P00058	/shop/hydration	mobile	direct	133
EV00009180	2025-12-24T03:43:06		S001153	page_view	P00124	/deals	mobile	spring-trail	15
EV00009181	2025-07-30T21:04:50		S003999	add_to_cart	P00221	/shop/tents	mobile	direct	31
EV00009182	2025-01-31T09:03:06	C002315	S003532	page_view	P00227	/shop/outerwear	mobile	direct	28
EV00009183	2025-01-16T16:48:54	C001946	S005435	checkout_start	P00003	/checkout	mobile	social-retarget	69
EV00009184	2025-01-20T17:55:42	C002558	S007010	page_view	P00045	/shop/outerwear	desktop	direct	10
EV00009185	2025-04-29T10:31:53	C001280	S000850	page_view	P00124	/shop/sleeping-bags	desktop	direct	17
EV00009186	2025-04-23T16:54:23	C002551	S005880	product_view	P00143	/shop/trail-safety	mobile	social-retarget	75
EV00009187	2025-05-17T19:49:16		S006122	support_click	P00192	/support	mobile	organic	199
EV00009188	2025-06-04T12:50:30		S001884	page_view	P00199	/shop/sleeping-bags	mobile	email-june	11
EV00009189	2025-08-02T17:53:31		S006903	checkout_start	P00157	/checkout	mobile	social-retarget	81
EV00009190	2025-05-02T20:54:41	C002145	S002646	product_view	P00069	/shop/tents	desktop	partner-guide	40
EV00009191	2025-01-13T19:32:20	C001904	S001334	page_view	P00014	/deals	desktop	organic	47
EV00009192	2025-04-18T17:54:11		S007027	page_view	P00154	/shop/sleeping-bags	mobile	spring-trail	18
EV00009193	2025-04-11T09:37:35	C001382	S003158	page_view	P00116	/shop/tents	mobile	spring-trail	27
EV00009194	2025-01-08T12:13:58		S002546	checkout_start	P00187	/checkout	mobile	direct	318
EV00009195	2025-11-07T13:55:36	C002182	S004024	page_view	P00124	/shop/tents	desktop	social-retarget	45
EV00009196	2025-11-12T08:03:34	C000062	S008756	product_view	P00046	/shop/tents	mobile	partner-guide	88
EV00009197	2025-07-11T06:33:09	C001541	S002799	add_to_cart	P00084	/shop/climbing-gear	desktop	partner-guide	176
EV00009198	2025-04-22T23:09:54	C000086	S001647	checkout_start	P00129	/checkout	desktop	social-retarget	171
EV00009199	2025-09-17T19:26:24	C002328	S002998	search	P00138	/search	desktop	direct	25
EV00009200	2025-11-05T17:57:21	C002299	S004248	page_view	P00047	/deals	mobile	direct	35
EV00009201	2025-10-22T08:08:45	C002131	S007709	purchase	P00081	/checkout	desktop	direct	270
EV00009202	2025-06-20T16:10:56		S007702	page_view	P00205	/shop/sleeping-bags	desktop	spring-trail	43
EV00009203	2025-05-19T02:27:52	C001325	S005894	checkout_start	P00048	/checkout	mobile	email-june	361
EV00009204	2025-12-14T09:06:28	C000651	S001239	page_view	P00161	/deals	mobile	social-retarget	39
EV00009205	2025-12-07T15:02:55	C000339	S008897	product_view	P00122	/shop/trail-safety	mobile	organic	54
EV00009206	2025-09-03T18:52:57	C002055	S000392	search	P00233	/	mobile	spring-trail	22
EV00009207	2025-09-11T16:58:56	C001944	S008498	product_view	P00239	/shop/hydration	desktop	organic	66
EV00009208	2025-10-12T11:05:47	C001387	S000128	page_view	P00237	/shop/hydration	mobile	organic	32
EV00009209	2025-12-10T20:47:14	C001634	S006736	page_view	P00188	/shop/climbing-gear	mobile	spring-trail	9
EV00009210	2025-03-10T21:01:39	C000059	S008506	page_view	P00143	/shop/tents	mobile	direct	11
EV00009211	2025-08-09T10:51:04	C001335	S000663	search	P00041	/	desktop	spring-trail	35
EV00009212	2025-04-10T20:50:55	C001118	S004689	checkout_start	P00032	/checkout	desktop	spring-trail	193
EV00009213	2025-11-18T14:15:31		S006861	support_click	P00148	/support	mobile	direct	53
EV00009214	2025-09-19T11:53:23		S004286	product_view	P00043	/shop/outerwear	desktop	direct	184
EV00009215	2025-10-08T20:24:24	C002020	S005061	page_view	P00181	/shop/hydration	desktop	partner-guide	13
EV00009216	2025-08-21T10:22:00		S007125	search	P00101	/	mobile	partner-guide	22
EV00009217	2025-05-13T11:42:41	C002365	S002122	add_to_cart	P00126	/shop/outerwear	desktop	direct	57
EV00009218	2025-11-21T10:49:54		S004482	page_view	P00008	/shop/hydration	mobile	direct	16
EV00009219	2025-08-29T20:24:08	C000762	S001924	search	P00116	/	desktop	direct	70
EV00009220	2025-05-31T12:39:37		S000612	add_to_cart	P00074	/shop/climbing-gear	tablet	partner-guide	23
EV00009221	2025-10-12T22:02:55	C001668	S003046	purchase	P00197	/checkout	mobile	direct	191
EV00009222	2025-11-16T22:14:47		S001940	product_view	P00207	/shop/sleeping-bags	mobile	spring-trail	45
EV00009223	2025-04-30T15:31:50		S000492	search	P00077	/	mobile	direct	23
EV00009224	2025-01-17T08:08:57		S000028	purchase	P00141	/checkout	mobile	social-retarget	202
EV00009225	2025-04-19T14:07:39		S003455	purchase	P00176	/checkout	desktop	social-retarget	354
EV00009226	2025-07-05T21:00:00	C000534	S002091	support_click	P00164	/support	mobile	organic	100
EV00009227	2025-05-23T20:11:22	C001461	S004951	search	P00061	/	mobile	spring-trail	21
EV00009228	2025-11-24T18:28:30	C000096	S005609	product_view	P00024	/shop/trail-safety	desktop	spring-trail	128
EV00009229	2025-11-05T20:18:10	C001305	S008329	search	P00239	/	desktop	organic	28
EV00009230	2025-11-29T10:16:49	C001064	S007976	page_view	P00005	/deals	mobile	social-retarget	15
EV00009231	2025-10-07T20:00:13		S005008	page_view	P00216	/deals	mobile	spring-trail	28
EV00009232	2025-11-02T19:09:40	C002385	S006345	page_view	P00066	/shop/outerwear	mobile	organic	34
EV00009233	2025-09-21T21:41:13		S001440	page_view	P00002	/shop/outerwear	mobile	direct	14
EV00009234	2025-04-16T16:37:41	C001602	S008280	support_click	P00114	/support	mobile	organic	33
EV00009235	2025-05-27T15:07:35		S006090	add_to_cart	P00199	/shop/sleeping-bags	mobile	social-retarget	48
EV00009236	2025-09-26T21:43:59	C000326	S000359	add_to_cart	P00225	/shop/sleeping-bags	mobile	organic	63
EV00009237	2025-04-15T23:47:24	C002038	S000587	page_view	P00071	/shop/sleeping-bags	desktop	partner-guide	42
EV00009238	2025-04-21T14:27:55		S004526	page_view	P00039	/shop/outerwear	desktop	direct	39
EV00009239	2025-02-01T20:54:48	C000187	S005039	product_view	P00202	/shop/tents	tablet	direct	66
EV00009240	2025-07-05T13:15:41	C001944	S008498	support_click	P00136	/support	mobile	direct	53
EV00009241	2025-09-09T09:23:36	C000505	S004982	product_view	P00214	/shop/tents	mobile	partner-guide	92
EV00009242	2025-07-13T22:17:13	C000806	S002890	page_view	P00008	/shop/tents	mobile	social-retarget	21
EV00009243	2025-03-28T14:07:19	C002420	S001329	add_to_cart	P00235	/shop/outerwear	mobile	direct	32
EV00009244	2025-07-19T13:24:23		S008981	product_view	P00133	/shop/outerwear	mobile	spring-trail	84
EV00009245	2025-04-07T16:32:32	C001987	S006078	page_view	P00005	/deals	tablet	direct	38
EV00009246	2025-06-12T17:16:37	C000607	S003670	page_view	P00099	/shop/climbing-gear	mobile	organic	32
EV00009247	2025-11-23T00:18:08	C000808	S006702	page_view	P00158	/shop/sleeping-bags	mobile	spring-trail	20
EV00009248	2025-09-04T21:58:50	C002354	S007785	page_view	P00130	/shop/tents	mobile	email-june	23
EV00009249	2025-04-30T14:40:53	C000631	S002602	page_view	P00129	/shop/tents	mobile	spring-trail	74
EV00009250	2025-05-07T14:55:27		S008493	support_click	P00063	/support	mobile	spring-trail	86
EV00009251	2025-01-05T17:32:04	C000957	S006187	page_view	P00231	/shop/outerwear	mobile	organic	17
EV00009252	2025-03-25T11:41:43	C001227	S008815	purchase	P00009	/checkout	mobile	email-june	107
EV00009253	2025-06-11T10:50:03	C001631	S003278	search	P00217	/search	mobile	direct	31
EV00009254	2025-12-19T19:38:46	C002487	S000869	page_view	P00091	/shop/sleeping-bags	tablet	social-retarget	20
EV00009255	2025-01-21T03:08:23		S003497	search	P00096	/search	desktop	spring-trail	22
EV00009256	2025-05-22T15:50:19	C001688	S008327	product_view	P00105	/shop/outerwear	mobile	direct	189
EV00009257	2025-05-23T17:13:10		S000123	add_to_cart	P00077	/shop/climbing-gear	desktop	organic	29
EV00009258	2025-03-21T02:29:37	C000339	S008897	page_view	P00032	/shop/tents	mobile	social-retarget	26
EV00009259	2025-03-23T16:20:34		S003109	page_view	P00116	/shop/sleeping-bags	desktop	organic	29
EV00009260	2025-01-29T08:52:59		S002388	checkout_start	P00038	/checkout	mobile	organic	171
EV00009261	2025-10-05T00:22:06	C001478	S006135	page_view	P00169	/shop/sleeping-bags	mobile	spring-trail	20
EV00009262	2025-06-19T17:19:27	C002180	S001018	search	P00117	/	mobile	organic	25
EV00009263	2025-01-13T20:56:15	C001564	S007002	search	P00009	/	mobile	spring-trail	14
EV00009264	2025-03-26T19:57:30	C001080	S000019	product_view	P00100	/shop/hydration	mobile	direct	97
EV00009265	2025-03-23T15:56:37		S008081	page_view	P00014	/shop/hydration	mobile	social-retarget	41
EV00009266	2025-09-18T20:23:55	C001030	S008083	page_view	P00039	/shop/tents	mobile	organic	32
EV00009267	2025-04-09T14:48:49	C002104	S006680	search	P00160	/search	mobile	social-retarget	37
EV00009268	2025-11-10T10:13:43	C001381	S007304	page_view	P00038	/deals	desktop	email-june	38
EV00009269	2025-08-13T15:00:40	C001666	S000737	product_view	P00076	/shop/tents	mobile	partner-guide	41
EV00009270	2025-02-17T16:29:23	C001195	S002555	product_view	P00148	/shop/tents	mobile	social-retarget	52
EV00009271	2025-12-18T18:41:46		S004947	purchase	P00019	/checkout	desktop	email-june	245
EV00009272	2025-06-15T13:03:58	C002246	S000309	product_view	P00004	/shop/outerwear	mobile	organic	53
EV00009273	2025-03-10T19:57:44	C002024	S005674	product_view	P00191	/shop/outerwear	mobile	email-june	74
EV00009274	2025-04-10T21:08:48		S003531	product_view	P00201	/shop/sleeping-bags	mobile	social-retarget	31
EV00009275	2025-11-04T17:56:30		S006627	search	P00138	/search	mobile	organic	33
EV00009276	2025-01-20T21:12:21	C000152	S007377	product_view	P00031	/shop/sleeping-bags	tablet	spring-trail	36
EV00009277	2025-06-01T12:13:29		S007633	support_click	P00027	/support	mobile	organic	56
EV00009278	2025-10-07T18:01:24		S005561	page_view	P00191	/shop/hydration	desktop	partner-guide	35
EV00009279	2025-08-03T23:23:44	C001314	S007893	page_view	P00197	/	mobile	social-retarget	23
EV00009280	2025-11-21T23:47:43		S005301	page_view	P00002	/shop/outerwear	mobile	direct	11
EV00009281	2025-08-21T09:56:46	C000174	S004143	page_view	P00110	/shop/tents	mobile	partner-guide	20
EV00009282	2025-08-22T13:09:21		S003805	support_click	P00055	/support	mobile	spring-trail	105
EV00009283	2025-05-24T10:29:34	C002242	S004162	page_view	P00161	/	desktop	partner-guide	73
EV00009284	2025-09-10T09:26:35	C002210	S000041	product_view	P00192	/shop/sleeping-bags	mobile	organic	112
EV00009285	2025-07-21T10:55:36	C002059	S004596	purchase	P00113	/checkout	mobile	direct	175
EV00009286	2025-11-16T05:37:17	C000659	S003592	product_view	P00221	/shop/sleeping-bags	desktop	spring-trail	153
EV00009287	2025-02-13T10:13:43	C001096	S003710	product_view	P00189	/shop/sleeping-bags	desktop	social-retarget	156
EV00009288	2025-03-07T15:10:40	C001935	S002789	page_view	P00105	/shop/sleeping-bags	desktop	organic	18
EV00009289	2025-08-06T22:26:30	C001622	S000134	product_view	P00157	/shop/trail-safety	mobile	organic	60
EV00009290	2025-01-25T17:15:37		S006716	add_to_cart	P00147	/shop/sleeping-bags	mobile	direct	20
EV00009291	2025-10-25T20:54:50	C001554	S005756	product_view	P00197	/shop/sleeping-bags	mobile	direct	90
EV00009292	2025-12-20T18:48:10	C000572	S001646	add_to_cart	P00046	/shop/tents	desktop	direct	78
EV00009293	2025-07-29T19:41:11	C000949	S006025	search	P00170	/	desktop	social-retarget	26
EV00009294	2025-03-14T17:04:01		S000943	add_to_cart	P00188	/shop/tents	mobile	spring-trail	37
EV00009295	2025-08-02T09:33:27		S001715	product_view	P00214	/shop/outerwear	mobile	organic	62
EV00009296	2025-07-31T14:54:45	C000894	S003002	page_view	P00057	/deals	desktop	organic	62
EV00009297	2025-02-06T19:53:49	C002495	S001738	product_view	P00129	/shop/tents	mobile	social-retarget	30
EV00009298	2025-01-07T13:46:00		S004899	purchase	P00109	/checkout	mobile	direct	169
EV00009299	2025-05-14T20:16:48		S008872	search	P00067	/	desktop	social-retarget	29
EV00009300	2025-07-12T23:14:42		S005108	add_to_cart	P00063	/shop/outerwear	desktop	direct	106
EV00009301	2025-05-02T09:35:22	C001424	S003010	add_to_cart	P00027	/shop/sleeping-bags	mobile	direct	39
EV00009302	2025-01-25T09:24:00	C001229	S007749	page_view	P00190	/	tablet	direct	29
EV00009303	2025-01-18T16:11:09	C000607	S003670	product_view	P00140	/shop/outerwear	mobile	social-retarget	94
EV00009304	2025-11-17T18:17:08	C001460	S001683	checkout_start	P00061	/checkout	desktop	spring-trail	356
EV00009305	2025-03-25T08:28:18	C001556	S008536	product_view	P00067	/shop/tents	desktop	direct	88
EV00009306	2025-01-14T22:33:47		S002203	checkout_start	P00143	/checkout	mobile	direct	151
EV00009307	2025-05-16T07:00:35	C001085	S001694	page_view	P00058	/shop/climbing-gear	desktop	social-retarget	52
EV00009308	2025-03-31T18:36:51	C001322	S002855	page_view	P00087	/shop/tents	mobile	direct	16
EV00009309	2025-01-15T08:17:02	C001991	S002967	product_view	P00195	/shop/hydration	desktop	organic	92
EV00009310	2025-08-06T07:32:57	C002584	S001255	add_to_cart	P00081	/shop/climbing-gear	tablet	email-june	63
EV00009311	2025-10-07T09:14:43		S004418	product_view	P00237	/shop/sleeping-bags	mobile	email-june	37
EV00009312	2025-10-10T07:00:03		S000325	page_view	P00132	/shop/climbing-gear	mobile	organic	47
EV00009313	2025-03-18T19:45:04		S004331	page_view	P00186	/shop/climbing-gear	mobile	direct	32
EV00009314	2025-10-04T23:23:00	C000809	S005338	page_view	P00117	/shop/hydration	mobile	direct	65
EV00009315	2025-07-19T19:44:33	C002069	S008957	product_view	P00199	/shop/tents	desktop	social-retarget	86
EV00009316	2025-03-13T19:02:30	C000531	S004149	page_view	P00223	/shop/sleeping-bags	mobile	direct	7
EV00009317	2025-08-22T17:39:11	C000429	S000108	support_click	P00201	/support	mobile	social-retarget	113
EV00009318	2025-03-14T22:00:26		S008996	page_view	P00084	/shop/hydration	mobile	social-retarget	13
EV00009319	2025-10-14T09:24:29	C000755	S001419	page_view	P00201	/shop/hydration	mobile	direct	27
EV00009320	2025-08-23T18:46:53		S003182	page_view	P00093	/shop/sleeping-bags	desktop	spring-trail	48
EV00009321	2025-09-30T08:53:53	C002095	S000719	page_view	P00140	/shop/climbing-gear	mobile	direct	16
EV00009322	2025-05-16T22:50:13		S002735	page_view	P00018	/	mobile	spring-trail	13
EV00009323	2025-11-27T10:26:16	C001091	S002187	search	P00217	/search	mobile	social-retarget	19
EV00009324	2025-04-05T21:09:20		S006577	product_view	P00059	/shop/tents	mobile	social-retarget	81
EV00009325	2025-04-10T07:30:36	C001392	S002307	page_view	P00069	/deals	mobile	spring-trail	20
EV00009326	2025-10-09T19:43:52	C000709	S008578	product_view	P00138	/shop/sleeping-bags	desktop	email-june	160
EV00009327	2025-08-12T17:21:01	C002316	S001238	page_view	P00118	/shop/outerwear	mobile	direct	8
EV00009328	2025-03-23T10:00:49		S003218	product_view	P00239	/shop/trail-safety	desktop	organic	174
EV00009329	2025-04-24T16:39:34		S004895	search	P00041	/search	mobile	direct	25
EV00009330	2025-05-18T08:55:19	C000994	S000488	checkout_start	P00091	/checkout	desktop	email-june	309
EV00009331	2025-08-21T08:02:30	C001465	S003949	product_view	P00184	/shop/climbing-gear	mobile	direct	160
EV00009332	2025-09-09T19:39:43	C002292	S003933	checkout_start	P00193	/checkout	desktop	direct	169
EV00009333	2025-07-21T18:46:45	C002546	S002372	search	P00163	/	desktop	direct	28
EV00009334	2025-06-19T08:12:39	C000378	S002423	add_to_cart	P00121	/shop/sleeping-bags	mobile	organic	23
EV00009335	2025-02-26T12:48:17		S001501	page_view	P00163	/shop/sleeping-bags	mobile	direct	23
EV00009336	2025-09-17T17:07:54	C000042	S007635	page_view	P00238	/shop/outerwear	mobile	partner-guide	23
EV00009337	2025-02-25T17:51:38		S000864	product_view	P00153	/shop/climbing-gear	mobile	email-june	121
EV00009338	2025-10-31T09:08:45	C000042	S000039	search	P00203	/	desktop	partner-guide	34
EV00009339	2025-09-11T07:30:30	C000699	S008326	page_view	P00043	/shop/hydration	mobile	spring-trail	32
EV00009340	2025-05-25T12:24:13		S000791	product_view	P00007	/shop/hydration	desktop	partner-guide	86
EV00009341	2025-01-19T21:49:49	C001435	S003259	product_view	P00082	/shop/outerwear	mobile	organic	94
EV00009342	2025-02-19T09:46:48		S004835	page_view	P00182	/shop/hydration	mobile	partner-guide	29
EV00009343	2025-11-22T21:16:40	C001644	S000070	search	P00223	/	mobile	direct	15
EV00009344	2025-03-29T17:46:38	C001980	S004890	product_view	P00218	/shop/hydration	desktop	email-june	140
EV00009345	2025-04-07T09:48:06		S005251	product_view	P00167	/shop/sleeping-bags	tablet	partner-guide	109
EV00009346	2025-08-11T13:34:09	C000592	S003035	product_view	P00120	/shop/sleeping-bags	desktop	direct	89
EV00009347	2025-02-11T10:22:06	C001722	S006708	page_view	P00102	/	mobile	social-retarget	39
EV00009348	2025-08-02T18:11:07	C001490	S000171	page_view	P00114	/shop/sleeping-bags	mobile	email-june	17
EV00009349	2025-09-21T10:54:14	C001421	S003106	product_view	P00018	/shop/outerwear	desktop	direct	54
EV00009350	2025-02-20T18:52:10		S000033	checkout_start	P00207	/checkout	mobile	direct	228
EV00009351	2025-09-07T11:52:10	C002571	S003777	product_view	P00232	/shop/climbing-gear	tablet	organic	60
EV00009352	2025-09-13T11:53:08	C001793	S004848	add_to_cart	P00173	/shop/climbing-gear	mobile	direct	36
EV00009353	2025-11-18T12:39:32		S002201	support_click	P00142	/support	tablet	spring-trail	86
EV00009354	2025-11-12T13:44:48	C000842	S003400	support_click	P00059	/support	mobile	social-retarget	86
EV00009355	2025-03-17T07:10:10	C001882	S005159	page_view	P00141	/shop/outerwear	mobile	organic	10
EV00009356	2025-08-30T19:06:06		S000260	search	P00087	/search	mobile	direct	43
EV00009357	2025-09-12T01:22:55	C000879	S005335	add_to_cart	P00050	/shop/tents	desktop	partner-guide	105
EV00009358	2025-12-21T19:27:45		S000521	page_view	P00010	/	mobile	direct	9
EV00009359	2025-11-15T10:12:00		S000115	search	P00074	/search	desktop	partner-guide	19
EV00009360	2025-08-13T20:36:07	C001562	S001119	search	P00178	/	mobile	email-june	11
EV00009361	2025-10-31T16:55:01	C001582	S005334	add_to_cart	P00087	/shop/sleeping-bags	desktop	email-june	125
EV00009362	2025-06-08T21:27:46		S004429	product_view	P00096	/shop/sleeping-bags	desktop	direct	206
EV00009363	2025-08-29T01:25:50	C001586	S006806	checkout_start	P00017	/checkout	desktop	organic	137
EV00009364	2025-07-08T21:17:40	C001210	S007973	checkout_start	P00182	/checkout	mobile	direct	341
EV00009365	2025-06-06T18:13:30	C000292	S008343	purchase	P00199	/checkout	desktop	partner-guide	366
EV00009366	2025-01-29T13:14:23		S001023	page_view	P00112	/shop/tents	tablet	social-retarget	40
EV00009367	2025-05-28T20:22:49		S001980	purchase	P00228	/checkout	desktop	email-june	480
EV00009368	2025-04-14T18:44:44	C002245	S006360	page_view	P00201	/shop/hydration	desktop	email-june	42
EV00009369	2025-05-15T20:52:07	C001408	S008932	page_view	P00210	/	mobile	partner-guide	56
EV00009370	2025-11-02T08:04:13		S000160	page_view	P00206	/shop/climbing-gear	desktop	partner-guide	61
EV00009371	2025-09-24T20:48:54	C001813	S008796	page_view	P00054	/	desktop	direct	45
EV00009372	2025-02-26T08:29:31		S006650	add_to_cart	P00199	/shop/sleeping-bags	desktop	social-retarget	83
EV00009373	2025-09-17T08:13:37	C001479	S003682	page_view	P00014	/shop/sleeping-bags	mobile	email-june	38
EV00009374	2025-09-19T08:24:08		S004043	page_view	P00156	/deals	mobile	email-june	27
EV00009375	2025-09-23T23:42:29	C001401	S003126	support_click	P00025	/support	mobile	email-june	104
EV00009376	2025-11-15T13:24:21	C001958	S004829	product_view	P00108	/shop/climbing-gear	mobile	organic	188
EV00009377	2025-11-02T12:04:18		S008647	add_to_cart	P00145	/shop/hydration	desktop	organic	40
EV00009378	2025-02-06T12:16:07		S006907	search	P00236	/search	mobile	partner-guide	26
EV00009379	2025-12-06T17:06:41	C000307	S002061	product_view	P00229	/shop/sleeping-bags	desktop	organic	132
EV00009380	2025-01-27T12:08:36	C000058	S007272	purchase	P00059	/checkout	mobile	direct	129
EV00009381	2025-12-23T22:32:11		S007466	product_view	P00212	/shop/tents	mobile	organic	48
EV00009382	2025-09-13T18:04:15		S006981	page_view	P00214	/shop/climbing-gear	desktop	spring-trail	46
EV00009383	2025-07-21T20:48:08	C001290	S004589	page_view	P00075	/deals	mobile	social-retarget	20
EV00009384	2025-12-01T17:10:26	C000138	S007477	product_view	P00221	/shop/sleeping-bags	mobile	social-retarget	56
EV00009385	2025-11-17T16:07:15	C001440	S000626	purchase	P00229	/checkout	mobile	direct	405
EV00009386	2025-10-18T01:01:51	C000196	S001622	page_view	P00164	/shop/hydration	mobile	organic	64
EV00009387	2025-04-26T18:39:30		S006879	product_view	P00107	/shop/tents	mobile	social-retarget	106
EV00009388	2025-03-14T17:41:24		S007838	product_view	P00090	/shop/climbing-gear	mobile	social-retarget	203
EV00009389	2025-07-10T18:58:08	C000436	S001171	product_view	P00019	/shop/sleeping-bags	mobile	email-june	88
EV00009390	2025-11-12T07:59:33	C001108	S003798	product_view	P00037	/shop/tents	desktop	direct	202
EV00009391	2025-07-22T11:03:31	C001186	S000625	product_view	P00210	/shop/tents	mobile	social-retarget	82
EV00009392	2025-09-21T09:22:49	C001290	S002502	page_view	P00112	/shop/tents	mobile	social-retarget	29
EV00009393	2025-02-15T14:09:58	C000442	S008631	product_view	P00148	/shop/sleeping-bags	desktop	email-june	113
EV00009394	2025-07-26T18:34:15	C000800	S000675	checkout_start	P00188	/checkout	desktop	email-june	215
EV00009395	2025-05-24T19:36:52	C002381	S000292	add_to_cart	P00089	/shop/outerwear	desktop	spring-trail	30
EV00009396	2025-03-08T21:43:43	C001646	S002539	product_view	P00220	/shop/sleeping-bags	tablet	organic	64
EV00009397	2025-03-11T19:08:35		S004863	search	P00189	/search	tablet	email-june	12
EV00009398	2025-02-28T11:12:15	C001169	S002874	page_view	P00077	/deals	desktop	organic	56
EV00009399	2025-12-01T09:50:38		S006217	page_view	P00053	/	mobile	social-retarget	39
EV00009400	2025-10-10T09:42:37		S004191	purchase	P00044	/checkout	mobile	organic	542
EV00009401	2025-11-02T20:02:19	C000703	S003819	page_view	P00021	/shop/tents	mobile	email-june	44
EV00009402	2025-07-07T15:38:48	C000099	S002923	page_view	P00063	/shop/tents	mobile	direct	26
EV00009403	2025-03-16T14:01:57	C001491	S006808	product_view	P00072	/shop/tents	desktop	email-june	197
EV00009404	2025-12-10T21:18:40		S007278	product_view	P00012	/shop/outerwear	desktop	direct	241
EV00009405	2025-11-15T13:09:02		S008374	search	P00098	/	mobile	spring-trail	16
EV00009406	2025-05-02T18:02:49	C001335	S000670	page_view	P00199	/shop/hydration	desktop	spring-trail	32
EV00009407	2025-08-21T01:58:11		S006664	product_view	P00182	/shop/outerwear	mobile	social-retarget	90
EV00009408	2025-11-04T18:11:52		S001778	search	P00160	/search	desktop	email-june	31
EV00009409	2025-12-10T03:07:19		S005436	checkout_start	P00164	/checkout	desktop	social-retarget	340
EV00009410	2025-07-12T08:20:18	C000641	S008142	page_view	P00151	/shop/hydration	tablet	direct	14
EV00009411	2025-01-17T10:06:53	C001741	S004283	page_view	P00180	/shop/outerwear	mobile	direct	25
EV00009412	2025-02-14T20:01:03		S000666	page_view	P00187	/	desktop	email-june	16
EV00009413	2025-10-10T20:00:20		S005614	checkout_start	P00025	/checkout	mobile	direct	93
EV00009414	2025-07-06T17:50:08		S004253	page_view	P00201	/	tablet	social-retarget	24
EV00009415	2025-07-29T19:37:15		S005047	page_view	P00036	/shop/outerwear	desktop	organic	49
EV00009416	2025-08-03T19:16:04	C000999	S002064	product_view	P00151	/shop/tents	desktop	social-retarget	102
